HY01-125-14,Palier Touret,A,2,2,,,,AG5,,,2.8,8.0,230.0,,30.0,,1.0,0.069,0.0,8.0229198,64.1833584,,0.0,,0.0,0.104719,Ан.Окс.чёрн.,4.18876,121.11377253333332,5.0,10.0,15.0,,,0.0,90.0,20.0,110.0,,,0,180.0,35.0,215.0,,,0.0,,,0.0,5.0,5.0,10.0,,,0.0,,,0.0,7.0,38030
HY01-125-15,Bride roulement bague exterieure,A,2,2,,,,AG5,,,2.8,8.0,,10.0,200.0,200.0,1.0,0.0,0.092,2.576,20.608,,0.0,,0.0,0.088,Ан.Окс.чёрн.,3.52,74.43233333333333,5.0,3.0,8.0,,,0.0,,,0.0,,,0,120.0,18.0,138.0,90.0,16.0,106.0,,,0.0,5.0,1.5,6.5,,,0.0,,,0.0,4.95,38030
HY01-125-21,"Reprise d'effort cable Ø19,5",B,2,2,,,,INOX 304L,,,7.85,10.0,35.0,,50.0,,1.0,0.1149999999999999,0.0,0.8681069687499997,8.681069687499997,,0.0,,0.0,0.00741825,,0.0,31.04053484375,5.0,1.0,6.0,,,0.0,90.0,15.0,105.0,,,0,,,0.0,,,0.0,,,0.0,3.0,1.0,4.0,,,0.0,,,0.0,2.2,38030
HY01-125-43,Palier manivelle,A,2,2,,,,AG5,,,2.8,8.0,105.0,,25.0,,1.0,0.0574999999999999,0.0,1.393394625,11.147157,,0.0,,0.0,0.02555175,Ан.Окс.чёрн.,1.02207,37.62231516666667,5.0,3.0,8.0,,,0.0,,,0.0,,,0,75.0,12.0,87.0,30.0,5.0,35.0,,,0.0,3.0,0.3,3.3,,,0.0,,,0.0,2.56,38030
HY01-125-44,Plaque palier connecteur,B2,2,2,,,,5086,,,2.8,8.0,,10.0,310.0,295.0,1.0,0.0,0.2103349999999999,5.889379999999998,47.11503999999999,,0.0,,0.0,0.195,Ан.Окс.чёрн.,7.800000000000001,92.52418666666668,5.0,3.0,8.0,,,0.0,180.0,50.0,230.0,,,0,,,0.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,5.0,38030
HY01-125-45,Plaque palier  manivelle,D,2,2,,,,AU4G,,,2.8,8.0,,10.0,227.0,180.0,1.0,0.0,0.093978,2.631384,21.051072,,0.0,,0.0,0.08986,Ан.Окс.чёрн.,3.5944,65.00326933333332,5.0,1.0,6.0,,,0.0,180.0,26.0,206.0,,,0,,,0.0,,,0.0,,,0.0,5.0,3.0,8.0,,,0.0,,,0.0,4.166666666666667,38030
HY01-125-47,Axe de roue,C,4,4,,,,INOX 316 L,,,7.85,10.0,22.0,,56.0,,1.0,0.2575999999999999,0.0,0.7682994703999998,7.682994703999998,,0.0,,0.0,0.00462836,,0.0,11.994915342666664,3.0,0.3,3.3,,,0.0,,,0.0,,,0,45.0,5.0,50.0,20.0,1.5,21.5,,,0.0,3.0,0.3,3.3,,,0.0,,,0.0,1.6566666666666667,38030
HY01-125-57,Equerre roulette,A,4,4,,,,AU4G,,,2.8,8.0,,30.0,112.0,35.0,1.0,0.0,0.018032,1.5146879999999998,12.117503999999998,,0.0,,0.0,0.01666,Ан.Окс.чёрн.,0.6664000000000001,20.170776,3.0,0.5,3.5,,,0.0,90.0,15.0,105.0,,,0,,,0.0,,,0.0,,,0.0,3.0,1.0,4.0,,,0.0,,,0.0,2.7,38030
HY01-125-58,Frein bobine,B1,2,2,,,,Derlin noir,,,1.39,12.0,35.0,,25.0,,1.0,0.0574999999999999,0.0,0.0768578781249999,0.9222945374999998,,0.0,,0.0,0.00467075,,0.0,8.859480602083334,3.0,0.2,3.2,,,0.0,,,0.0,,,0,30.0,4.0,34.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.69,38030
HY01-125-59,Entretoise Frein bobin,B,2,2,,,,Inox,,,7.85,10.0,15.0,,19.0,,1.0,0.0436999999999999,0.0,0.060590323125,0.60590323125,,0.0,,0.0,0.00124815,,0.0,8.687118282291665,3.0,0.15,3.15,,,0.0,,,0.0,,,0,30.0,4.0,34.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.6883333333333332,38030
HY12-001-21,Obturateur,A,2,2,,,,INOX 304L,,,7.85,10.0,,2.0,126.0,126.0,1.0,0.0,0.0365147999999999,0.5732823599999999,5.732823599999999,,0.0,,0.0,0.03276,,0.0,11.868078466666669,3.0,2.0,5.0,,,0.0,,,0.0,,,0,30.0,3.0,33.0,,,0.0,,,0.0,3.0,0.3,3.3,,,0.0,,,0.0,0.7766666666666667,38030
HY01-125-16,Plaque sortie connecteur,A,2,2,,,,AG5,,,2.8,8.0,190.0,,70.0,,1.0,0.161,0.0,12.7749958,102.1999664,,0.0,,0.0,0.098439,Ан.Окс.чёрн.,3.93756,160.60420986666665,5.0,7.0,12.0,,,0.0,150.0,20.0,170.0,,,0,180.0,50.0,230.0,,,0.0,,,0.0,15.0,10.0,25.0,,,0.0,,,0.0,8.733333333333333,38030
HY01-125-19,Support collecteur,A,2,2,,,,AG5,,,2.8,8.0,60.0,,56.0,,1.0,0.1287999999999999,0.0,1.0191686399999995,8.153349119999998,,0.0,,0.0,0.0162024,Ан.Окс.чёрн.,0.648096,48.36643722666667,5.0,1.0,6.0,,,0.0,75.0,16.0,91.0,,,0,75.0,10.0,85.0,,,0.0,,,0.0,3.0,0.5,3.5,,,0.0,,,0.0,3.55,38030
