item,number_cmd,PRODUIT,N°PIECE,IND PROD,REF_BAAN,full_cod1,обозначение,номер_заказа
505030,39230,7685.10.06,103,03,7685.10.06.103,7685.10.06.103,7685.10.06.103,39230
505031,39230,7685.10.07,31,01,7685.10.07.031,7685.10.07.031,7685.10.07.031,39230
505032,39230,7685.31.00,21,00,7685.31.00.021,7685.31.00.021,7685.31.00.021,39230
505033,39230,7685.31.00,24,00,7685.31.00.024,7685.31.00.024,7685.31.00.024,39230
505034,39230,7685.31.00,34,00,7685.31.00.034,7685.31.00.034,7685.31.00.034,39230
505035,39230,7685.31.00,451,00,7685.31.00.451,7685.31.00.451,7685.31.00.451,39230
505036,39230,7685.31.00,454,00,7685.31.00.454,7685.31.00.454,7685.31.00.454,39230
505037,39230,7685.31.00,455,00,7685.31.00.455,7685.31.00.455,7685.31.00.455,39230
505038,39230,7685.31.00,456,00,7685.31.00.456,7685.31.00.456,7685.31.00.456,39230
505039,39230,7685.31.00,458,00,7685.31.00.458,7685.31.00.458,7685.31.00.458,39230
505040,39230,7685.31.00,459,00,7685.31.00.459,7685.31.00.459,7685.31.00.459,39230
505041,39230,7685.31.00,475,00,7685.31.00.475,7685.31.00.475,7685.31.00.475,39230
505042,39230,7685.31.00,481,00,7685.31.00.481,7685.31.00.481,7685.31.00.481,39230
504287,39231,7084.42.00,1,02,7084.42.00.001,7084.42.00.001,7084.42.00.001,39231
504288,39231,7084.42.00,3,01,7084.42.00.003,7084.42.00.003,7084.42.00.003,39231
504289,39231,7084.42.00,222,01,7084.42.00.222,7084.42.00.222,7084.42.00.222,39231
504290,39231,7084.42.00,401,02,7084.42.00.401,7084.42.00.401,7084.42.00.401,39231
504227,39232,7084.16.01-01,52,06,7084.16.01.052-01,7084.16.01.052-01,7084.16.01.052-01,39232
504228,39232,7084.16.01-01,53,03,7084.16.01.053-01,7084.16.01.053-01,7084.16.01.053-01,39232
504245,39235,D101,529,BC,D101529,101529,D101529,39235
504246,39235,D102,167,AK,D102167,102167,D102167,39235
504247,39235,D101,530,BC,D101530,101530,D101530,39235
504248,39235,D102,155,AD,D102155,102155,D102155,39235
505105,39234,XJRA40-01.00,1,00,XJRA40-01.00.001,40-01.00.001,XJRA40-01.00.001,39234
505106,39234,XJRA40-02.00,1,00,XJRA40-02.00.001,40-02.00.001,XJRA40-02.00.001,39234
505107,39234,XJRA40-03.00,1,00,XJRA40-03.00.001,40-03.00.001,XJRA40-03.00.001,39234
505108,39234,XJRA40-00.00,1,00,XJRA40-00.00.001,40-00.00.001,XJRA40-00.00.001,39234
505109,39234,XJRA40-00.00-01,1,00,XJRA40-00.00.001-01,40-00.00.001-01,XJRA40-00.00.001-01,39234
505110,39234,XJRA40-00.00,2,00,XJRA40-00.00.002,40-00.00.002,XJRA40-00.00.002,39234
505111,39234,XJRA40-00.00,3,00,XJRA40-00.00.003,40-00.00.003,XJRA40-00.00.003,39234
505112,39234,XJRA40-00.00,4,00,XJRA40-00.00.004,40-00.00.004,XJRA40-00.00.004,39234
505113,39234,XJRA40-00.00,5,00,XJRA40-00.00.005,40-00.00.005,XJRA40-00.00.005,39234
505114,39234,XJRA40-00.00,6,00,XJRA40-00.00.006,40-00.00.006,XJRA40-00.00.006,39234
505115,39234,XJRA40-00.00,7,00,XJRA40-00.00.007,40-00.00.007,XJRA40-00.00.007,39234
505116,39234,XJRA40-00.00,8,00,XJRA40-00.00.008,40-00.00.008,XJRA40-00.00.008,39234
505117,39234,XJRA40-00.00,10,00,XJRA40-00.00.010,40-00.00.010,XJRA40-00.00.010,39234
505118,39234,XJRA40-00.00,11,00,XJRA40-00.00.011,40-00.00.011,XJRA40-00.00.011,39234
505119,39234,XHC32-00.00,3,00,XHC32-00.00.003,32-00.00.003,XHC32-00.00.003,39234
505120,39234,XJ01-00,1,00,XJ01-00.001,01-00.001,XJ01-00.001,39234
505121,39234,XJ01-00-01,2,00,XJ01-00.002-01,01-00.002-01,XJ01-00.002-01,39234
505122,39234,XJ01-00-03,2,00,XJ01-00.002-03,01-00.002-03,XJ01-00.002-03,39234
505123,39234,XJ01-00,3,00,XJ01-00.003,01-00.003,XJ01-00.003,39234
505124,39234,XJ01-00-01,3,00,XJ01-00.003-01,01-00.003-01,XJ01-00.003-01,39234
505125,39234,XJ01-00,4,00,XJ01-00.004,01-00.004,XJ01-00.004,39234
505126,39234,XJ01-00,5,00,XJ01-00.005,01-00.005,XJ01-00.005,39234
505127,39234,XJ01-00,6,00,XJ01-00.006,01-00.006,XJ01-00.006,39234
505128,39234,XJ01-00,7,00,XJ01-00.007,01-00.007,XJ01-00.007,39234
505129,39234,XJ01-00,8,00,XJ01-00.008,01-00.008,XJ01-00.008,39234
505130,39234,XJ01-00,9,00,XJ01-00.009,01-00.009,XJ01-00.009,39234
505131,39234,XJ01-00-01,9,00,XJ01-00.009-01,01-00.009-01,XJ01-00.009-01,39234
505132,39234,XJ01-00-02,9,00,XJ01-00.009-02,01-00.009-02,XJ01-00.009-02,39234
505133,39234,XJ01-00,10,00,XJ01-00.010,01-00.010,XJ01-00.010,39234
505134,39234,XJ01-00-01,10,00,XJ01-00.010-01,01-00.010-01,XJ01-00.010-01,39234
505135,39234,XJ01-00-02,10,00,XJ01-00.010-02,01-00.010-02,XJ01-00.010-02,39234
505136,39234,XJ01-00,11,00,XJ01-00.011,01-00.011,XJ01-00.011,39234
505137,39234,XJ01-00-01,12,00,XJ01-00.012-01,01-00.012-01,XJ01-00.012-01,39234
505138,39234,XJ01-00-02,12,00,XJ01-00.012-02,01-00.012-02,XJ01-00.012-02,39234
0,0,0,0,0,0,.-10-13-20-015-080,XLC.FB-D10-13-20-015-080,39234
0,0,0,0,0,0,.-10-13-20-095-080,XLC.FB-D10-13-20-095-080,39234
505141,39234,XLC.RSG-10-8x24,0,00,XLC.RSG-10-8x24,.-10-824,XLC.RSG-10-8x24,39234
505142,39234,XLC.RSG-10-8x36,0,00,XLC.RSG-10-8x36,.-10-836,XLC.RSG-10-8x36,39234
505143,39234,XHF.TA02.04-00.00,1,00,XHF.TA02.04-00.00.001,.02.04-00.00.001,XHF.TA02.04-00.00.001,39234
505144,39234,XHF.HS08V01-00.00,1,00,XHF.HS08V01-00.00.001,.0801-00.00.001,XHF.HS08V01-00.00.001,39234
504241,39238,D102,166,AG,D102166,102166,D102166,39238
504242,39238,D170,60,AD,D170060,170060,D170060,39238
504243,39238,D102,173,AC,D102173,102173,D102173,39238
504779,39241,D102,166,AG,D102166,102166,D102166,39241
504780,39242,D102,179,AB,D102179,102179,D102179,39242
504781,39242,D102,166,AG,D102166,102166,D102166,39242
504782,39242,D102,172,AC,D102172,102172,D102172,39242
0,0,0,0,0,0, 29.000.001-04,НСТК 29.000.001-04,39245
505353,39245,HCTK.29.000,1,05,HCTK.29.000.001,.29.000.001,НСТК.29.000.001,39245
505354,39245,HCTK.29.000,2,04,HCTK.29.000.002,.29.000.002,НСТК.29.000.002,39245
505355,39245,HCTK.29.000,41,00,HCTK.29.000.041,.29.000.041,НСТК.29.000.041,39245
505356,39245,HCTK.29.000,103,00,HCTK.29.000.103,.29.000.103,НСТК.29.000.103,39245
505357,39245,HCTK.29.000,104,00,HCTK.29.000.104,.29.000.104,НСТК.29.000.104,39245
505358,39245,HCTK.28.000,12,00,HCTK.28.000.012,.28.000.012,НСТК.28.000.012,39245
505359,39245,HCTK.28.000,13,00,HCTK.28.000.013,.28.000.013,НСТК.28.000.013,39245
505360,39248,1572.12.11,401,03,1572.12.11.401,1572.12.11.401,1572.12.11.401,39248
505361,39248,1590.10.02,132,03,1590.10.02.132,1590.10.02.132,1590.10.02.132,39248
505362,39248,7025.32.00-01,111,04,7025.32.00.111-01,7025.32.00.111-01,7025.32.00.111-01,39248
505363,39248,7060.31.02,401,02,7060.31.02.401,7060.31.02.401,7060.31.02.401,39248
505364,39248,7064.03.00-02,281,03,7064.03.00.281-02,7064.03.00.281-02,7064.03.00.281-02,39248
505365,39248,7064.03.00-03,281,03,7064.03.00.281-03,7064.03.00.281-03,7064.03.00.281-03,39248
505366,39248,7084.08.00,5,06,7084.08.00.005,7084.08.00.005,7084.08.00.005,39248
505367,39248,7084.08.00,111,07,7084.08.00.111,7084.08.00.111,7084.08.00.111,39248
505368,39248,7084.10.00-01,754,04,7084.10.00.754-01,7084.10.00.754-01,7084.10.00.754-01,39248
505369,39248,7084.10.01,15,04,7084.10.01.015,7084.10.01.015,7084.10.01.015,39248
505370,39248,7084.10.04,12,03,7084.10.04.012,7084.10.04.012,7084.10.04.012,39248
505371,39248,7084.10.04,23,02,7084.10.04.023,7084.10.04.023,7084.10.04.023,39248
505372,39248,7084.10.04,32,03,7084.10.04.032,7084.10.04.032,7084.10.04.032,39248
505373,39248,7084.10.04,72,04,7084.10.04.072,7084.10.04.072,7084.10.04.072,39248
505374,39248,7084.12.12,401,05,7084.12.12.401,7084.12.12.401,7084.12.12.401,39248
505375,39248,7084.13.00,143,02,7084.13.00.143,7084.13.00.143,7084.13.00.143,39248
505376,39248,7084.13.00,202,08,7084.13.00.202,7084.13.00.202,7084.13.00.202,39248
505377,39248,7084.15.00,5,03,7084.15.00.005,7084.15.00.005,7084.15.00.005,39248
505378,39248,7084.15.00,152,04,7084.15.00.152,7084.15.00.152,7084.15.00.152,39248
505379,39248,7084.15.00,609,02,7084.15.00.609,7084.15.00.609,7084.15.00.609,39248
505380,39248,7084.15.00,861,05,7084.15.00.861,7084.15.00.861,7084.15.00.861,39248
505381,39248,7084.16.01,12,02,7084.16.01.012,7084.16.01.012,7084.16.01.012,39248
505382,39248,7084.16.01,52,06,7084.16.01.052,7084.16.01.052,7084.16.01.052,39248
505383,39248,7084.16.01-01,53,03,7084.16.01.053-01,7084.16.01.053-01,7084.16.01.053-01,39248
505384,39248,7084.16.01,201,05,7084.16.01.201,7084.16.01.201,7084.16.01.201,39248
505385,39248,7084.16.01,212,02,7084.16.01.212,7084.16.01.212,7084.16.01.212,39248
505386,39248,7084.17.00,51,02,7084.17.00.051,7084.17.00.051,7084.17.00.051,39248
505387,39248,7084.17.00,62,02,7084.17.00.062,7084.17.00.062,7084.17.00.062,39248
505388,39248,7084.17.10,12,03,7084.17.10.012,7084.17.10.012,7084.17.10.012,39248
505389,39248,7084.17.10,19,03,7084.17.10.019,7084.17.10.019,7084.17.10.019,39248
505390,39248,7084.17.10,41,04,7084.17.10.041,7084.17.10.041,7084.17.10.041,39248
505391,39248,7084.17.10,51,04,7084.17.10.051,7084.17.10.051,7084.17.10.051,39248
505392,39248,7084.17.11 ,4,02,7084.17.11.004 ,7084.17.11.004,7084.17.11.004 ,39248
505393,39248,7084.17.11,15,05,7084.17.11.015,7084.17.11.015,7084.17.11.015,39248
505394,39248,7084.17.12,1,07,7084.17.12.001,7084.17.12.001,7084.17.12.001,39248
505395,39248,7084.31.00,9,07,7084.31.00.009,7084.31.00.009,7084.31.00.009,39248
505396,39248,7084.31.02,4,03,7084.31.02.004,7084.31.02.004,7084.31.02.004,39248
505397,39248,7084.31.02,571,03,7084.31.02.571,7084.31.02.571,7084.31.02.571,39248
505398,39248,7084.31.03,13,03,7084.31.03.013,7084.31.03.013,7084.31.03.013,39248
505399,39248,7084.31.03,52,01,7084.31.03.052,7084.31.03.052,7084.31.03.052,39248
505400,39248,7084.31.03,84,03,7084.31.03.084,7084.31.03.084,7084.31.03.084,39248
505401,39248,7084.31.03,304,00,7084.31.03.304,7084.31.03.304,7084.31.03.304,39248
505402,39248,7084.32.00,75,01,7084.32.00.075,7084.32.00.075,7084.32.00.075,39248
505403,39248,7084.32.00,82,04,7084.32.00.082,7084.32.00.082,7084.32.00.082,39248
505404,39248,7084.32.00,83,02,7084.32.00.083,7084.32.00.083,7084.32.00.083,39248
505405,39248,7084.32.00,101,04,7084.32.00.101,7084.32.00.101,7084.32.00.101,39248
505406,39248,7084.77.00-01,761,03,7084.77.00.761-01,7084.77.00.761-01,7084.77.00.761-01,39248
505407,39248,7084.77.01-01,101,04,7084.77.01.101-01,7084.77.01.101-01,7084.77.01.101-01,39248
505408,39248,7084.77.03,22,04,7084.77.03.022,7084.77.03.022,7084.77.03.022,39248
505409,39248,7084.77.03,33,03,7084.77.03.033,7084.77.03.033,7084.77.03.033,39248
505410,39248,7084.77.03,322,01,7084.77.03.322,7084.77.03.322,7084.77.03.322,39248
505411,39248,7084.77.03,332,01,7084.77.03.332,7084.77.03.332,7084.77.03.332,39248
505412,39248,7084.77.03,601,05,7084.77.03.601,7084.77.03.601,7084.77.03.601,39248
505413,39248,7084.77.03,609,01,7084.77.03.609,7084.77.03.609,7084.77.03.609,39248
505414,39248,7084.77.03,612,01,7084.77.03.612,7084.77.03.612,7084.77.03.612,39248
505415,39248,7084.77.03,613,01,7084.77.03.613,7084.77.03.613,7084.77.03.613,39248
505416,39248,7084.77.03,614,01,7084.77.03.614,7084.77.03.614,7084.77.03.614,39248
505417,39248,7084.77.05,12,03,7084.77.05.012,7084.77.05.012,7084.77.05.012,39248
505418,39248,7084.77.08,11,03,7084.77.08.011,7084.77.08.011,7084.77.08.011,39248
505419,39248,7084.77.08,32,06,7084.77.08.032,7084.77.08.032,7084.77.08.032,39248
505420,39248,7084.77.08,81,01,7084.77.08.081,7084.77.08.081,7084.77.08.081,39248
505421,39248,7084.77.15,96,01,7084.77.15.096,7084.77.15.096,7084.77.15.096,39248
505422,39248,7084.77.15,413,03,7084.77.15.413,7084.77.15.413,7084.77.15.413,39248
505423,39248,7084.77.15,432,05,7084.77.15.432,7084.77.15.432,7084.77.15.432,39248
505424,39248,7084.77.16,12,03,7084.77.16.012,7084.77.16.012,7084.77.16.012,39248
505425,39248,7084.77.16,201,04,7084.77.16.201,7084.77.16.201,7084.77.16.201,39248
505426,39248,7121.07.00,105,04,7121.07.00.105,7121.07.00.105,7121.07.00.105,39248
505427,39248,7197.77.00,621,01,7197.77.00.621,7197.77.00.621,7197.77.00.621,39248
505428,39248,7197.77.00,652,01,7197.77.00.652,7197.77.00.652,7197.77.00.652,39248
505429,39248,7197.77.15,22,01,7197.77.15.022,7197.77.15.022,7197.77.15.022,39248
505302,39255,MBCR.103.013,10,00,MBCR.103.013.010,.103.013.010,МБЦР.103.013.010,39255
505303,39255,MBCR.107.000,160,00,MBCR.107.000.160,.107.000.160,МБЦР.107.000.160,39255
505304,39255,MBCR.107.000,190,00,MBCR.107.000.190,.107.000.190,МБЦР.107.000.190,39255
505333,39256,GRIV.715252 ,21,01,GRIV.715252.021 ,.715252.021,ГРИВ.715252.021 ,39256
505082,39257,7685.01.00,103,01,7685.01.00.103,7685.01.00.103,7685.01.00.103,39257
505085,39260,D101,529,BC,D101529,101529,D101529,39260
505086,39260,D102,179,AB,D102179,102179,D102179,39260
505087,39260,D101,530,BC,D101530,101530,D101530,39260
505781,39262,1590.10.02,132,03,1590.10.02.132,1590.10.02.132,1590.10.02.132,39262
505782,39262,1590.10.04,122,05,1590.10.04.122,1590.10.04.122,1590.10.04.122,39262
505783,39262,1590.15.05,152,03,1590.15.05.152,1590.15.05.152,1590.15.05.152,39262
505784,39262,1590.17.00,15,02,1590.17.00.015,1590.17.00.015,1590.17.00.015,39262
505785,39262,1590.17.02,3,04,1590.17.02.003,1590.17.02.003,1590.17.02.003,39262
505786,39262,7084.77.05,24,04,7084.77.05.024,7084.77.05.024,7084.77.05.024,39262
505787,39262,7084.77.05,304,04,7084.77.05.304,7084.77.05.304,7084.77.05.304,39262
505788,39262,7121.07.00,14,03,7121.07.00.014,7121.07.00.014,7121.07.00.014,39262
505789,39262,7141.11.20,203,01,7141.11.20.203,7141.11.20.203,7141.11.20.203,39262
505790,39262,7155.10.00,202,02,7155.10.00.202,7155.10.00.202,7155.10.00.202,39262
505791,39262,7155.10.80,3,00,7155.10.80.003,7155.10.80.003,7155.10.80.003,39262
505792,39262,7155.10.80,151,05,7155.10.80.151,7155.10.80.151,7155.10.80.151,39262
505793,39262,7180.20.05,22,02,7180.20.05.022,7180.20.05.022,7180.20.05.022,39262
505794,39262,7556.32.00,23,02,7556.32.00.023,7556.32.00.023,7556.32.00.023,39262
505795,39262,7590.10.00-01,7,00,7590.10.00.007-01,7590.10.00.007-01,7590.10.00.007-01,39262
505796,39262,7599.05.00,6,03,7599.05.00.006,7599.05.00.006,7599.05.00.006,39262
505797,39262,7605.10.00,105,03,7605.10.00.105,7605.10.00.105,7605.10.00.105,39262
505798,39262,7605.11.04,12,00,7605.11.04.012,7605.11.04.012,7605.11.04.012,39262
505799,39262,7616.40.01,9,01,7616.40.01.009,7616.40.01.009,7616.40.01.009,39262
505800,39262,7616.40.02,802,01,7616.40.02.802,7616.40.02.802,7616.40.02.802,39262
505801,39262,7685.01.00,103,01,7685.01.00.103,7685.01.00.103,7685.01.00.103,39262
505802,39262,7685.01.00,105,00,7685.01.00.105,7685.01.00.105,7685.01.00.105,39262
505803,39262,7685.01.00,163,00,7685.01.00.163,7685.01.00.163,7685.01.00.163,39262
505804,39262,7685.10.00,21,00,7685.10.00.021,7685.10.00.021,7685.10.00.021,39262
505805,39262,7685.10.00,115,00,7685.10.00.115,7685.10.00.115,7685.10.00.115,39262
505806,39262,7685.10.00,116,00,7685.10.00.116,7685.10.00.116,7685.10.00.116,39262
505807,39262,7685.10.00,135,00,7685.10.00.135,7685.10.00.135,7685.10.00.135,39262
505808,39262,7685.10.00,186,00,7685.10.00.186,7685.10.00.186,7685.10.00.186,39262
505809,39262,7685.10.00,187,00,7685.10.00.187,7685.10.00.187,7685.10.00.187,39262
505810,39262,7685.10.00,302,00,7685.10.00.302,7685.10.00.302,7685.10.00.302,39262
505811,39262,7685.10.00,701,00,7685.10.00.701,7685.10.00.701,7685.10.00.701,39262
505812,39262,7685.10.01,11,00,7685.10.01.011,7685.10.01.011,7685.10.01.011,39262
505813,39262,7685.10.01,43,00,7685.10.01.043,7685.10.01.043,7685.10.01.043,39262
505814,39262,7685.10.01,48,00,7685.10.01.048,7685.10.01.048,7685.10.01.048,39262
505815,39262,7685.10.01,501,00,7685.10.01.501,7685.10.01.501,7685.10.01.501,39262
505816,39262,7685.10.02,3,00,7685.10.02.003,7685.10.02.003,7685.10.02.003,39262
505817,39262,7685.10.02,401,00,7685.10.02.401,7685.10.02.401,7685.10.02.401,39262
505818,39262,7685.10.02,463,00,7685.10.02.463,7685.10.02.463,7685.10.02.463,39262
505819,39262,7685.10.02,464,00,7685.10.02.464,7685.10.02.464,7685.10.02.464,39262
0,0,0,0,0,0,7685.10.02.912,7685.10.02.912,39262
505820,39262,7685.10.05,3,01,7685.10.05.003,7685.10.05.003,7685.10.05.003,39262
505821,39262,7685.10.05,17,01,7685.10.05.017,7685.10.05.017,7685.10.05.017,39262
505822,39262,7685.10.05-01,17,01,7685.10.05.017-01,7685.10.05.017-01,7685.10.05.017-01,39262
505823,39262,7685.10.05-02,17,01,7685.10.05.017-02,7685.10.05.017-02,7685.10.05.017-02,39262
505824,39262,7685.10.05,28,00,7685.10.05.028,7685.10.05.028,7685.10.05.028,39262
505825,39262,7685.10.05,303,00,7685.10.05.303,7685.10.05.303,7685.10.05.303,39262
505826,39262,7685.10.05,402,00,7685.10.05.402,7685.10.05.402,7685.10.05.402,39262
505827,39262,7685.10.06,103,03,7685.10.06.103,7685.10.06.103,7685.10.06.103,39262
505828,39262,7685.10.07,31,01,7685.10.07.031,7685.10.07.031,7685.10.07.031,39262
505829,39262,7685.31.00,21,00,7685.31.00.021,7685.31.00.021,7685.31.00.021,39262
505830,39262,7685.31.00,24,00,7685.31.00.024,7685.31.00.024,7685.31.00.024,39262
505831,39262,7685.31.00,34,00,7685.31.00.034,7685.31.00.034,7685.31.00.034,39262
505832,39262,7685.31.00,451,00,7685.31.00.451,7685.31.00.451,7685.31.00.451,39262
505833,39262,7685.31.00,454,00,7685.31.00.454,7685.31.00.454,7685.31.00.454,39262
505834,39262,7685.31.00,455,00,7685.31.00.455,7685.31.00.455,7685.31.00.455,39262
505835,39262,7685.31.00,456,00,7685.31.00.456,7685.31.00.456,7685.31.00.456,39262
505836,39262,7685.31.00,458,00,7685.31.00.458,7685.31.00.458,7685.31.00.458,39262
505837,39262,7685.31.00,459,00,7685.31.00.459,7685.31.00.459,7685.31.00.459,39262
505838,39262,7685.31.00,475,00,7685.31.00.475,7685.31.00.475,7685.31.00.475,39262
505839,39262,7685.31.00,481,01,7685.31.00.481,7685.31.00.481,7685.31.00.481,39262
505337,39263,7084.10.04,11,04,7084.10.04.011,7084.10.04.011,7084.10.04.011,39263
505338,39263,7084.15.00,764,03,7084.15.00.764,7084.15.00.764,7084.15.00.764,39263
505339,39263,7084.15.00,801,03,7084.15.00.801,7084.15.00.801,7084.15.00.801,39263
505340,39263,7084.15.01,131,02,7084.15.01.131,7084.15.01.131,7084.15.01.131,39263
505341,39263,7084.16.00,102,02,7084.16.00.102,7084.16.00.102,7084.16.00.102,39263
505342,39263,7084.16.03,18,02,7084.16.03.018,7084.16.03.018,7084.16.03.018,39263
505343,39263,7084.31.02,3,03,7084.31.02.003,7084.31.02.003,7084.31.02.003,39263
505344,39263,7084.31.02,14,03,7084.31.02.014,7084.31.02.014,7084.31.02.014,39263
505345,39263,7084.77.03,125,01,7084.77.03.125,7084.77.03.125,7084.77.03.125,39263
505346,39263,7084.77.03,608,02,7084.77.03.608,7084.77.03.608,7084.77.03.608,39263
0,0,0,0,0,0,7084.08.00.040--1.004,7084.08.00.040-П-1.004,39264
0,0,0,0,0,0,7084.08.00.040--1.005,7084.08.00.040-П-1.005,39264
0,0,0,0,0,0,7084.08.00.040--1.005-01,7084.08.00.040-П-1.005-01,39264
505922,39265,39265,1,00,39265.001,39265.001,39265.001,39265
505923,39265,39265,2,00,39265.002,39265.002,39265.002,39265
505924,39265,39265,3,00,39265.003,39265.003,39265.003,39265
505925,39265,39265,4,00,39265.004,39265.004,39265.004,39265
505926,39265,39265,5,00,39265.005,39265.005,39265.005,39265
505927,39265,39265,6,00,39265.006,39265.006,39265.006,39265
505928,39265,39265,7,00,39265.007,39265.007,39265.007,39265
505929,39265,39265,8,00,39265.008,39265.008,39265.008,39265
505930,39265,39265,9,00,39265.009,39265.009,39265.009,39265
0,0,0,0,0,0,39265.01,39265.01,39265
505932,39265,39265,11,00,39265.011,39265.011,39265.011,39265
505925,39265,39265,4,00,39265.004,39265.004,39265.004,39265
505929,39265,39265,8,00,39265.008,39265.008,39265.008,39265
505319,39279,D101,529,BC,D101529,101529,D101529,39279
505320,39279,D102,179,AB,D102179,102179,D102179,39279
505321,39279,D101,530,BC,D101530,101530,D101530,39279
505322,39279,A5E00279,717,00,A5E00279717,500279717,A5E00279717,39279
505322,39279,A5E00279,717,00,A5E00279717,500279717,A5E00279717,39279
505917,39294,D101,529,BC,D101529,101529,D101529,39294
505918,39294,D102,179,AB,D102179,102179,D102179,39294
505919,39294,D101,530,BC,D101530,101530,D101530,39294
505920,39294,A5E00279,717,00,A5E00279717,500279717,A5E00279717,39294
0,0,0,0,0,0,.90.03.07.0.00 ,РГИВ.90.03.07.0.00 СБ,38219
0,0,0,0,0,0,.90.03.07.0.01,РГИВ.90.03.07.0.01,38219
0,0,0,0,0,0,.90.03.07.0.02,РГИВ.90.03.07.0.02,38219
0,0,0,0,0,0,.97.01.02.0.08-01,РГИВ.97.01.02.0.08-01,38219
0,0,0,0,0,0,.94.02.01.0.01,РГИВ.94.02.01.0.01,38219
0,0,0,0,0,0,.97.01.02.0.51-04,РГИВ.97.01.02.0.51-04,38219
496514,38425,006-0297,909,A.1,006-0297909,006-0297909,006-0297909,38425
496515,38425,006-0297,995,A.2,006-0297995,006-0297995,006-0297995,38425
496516,38425,006-0298,27,A.2,006-0298027,006-0298027,006-0298027,38425
496517,38425,121-0232,145,A.3,121-0232145,121-0232145,121-0232145,38425
496518,38425,121-0232,146,A.4,121-0232146,121-0232146,121-0232146,38425
496519,38425,620-0025,849,A.4,620-0025849,620-0025849,620-0025849,38425
496520,38425,620-0025,984,A.3,620-0025984,620-0025984,620-0025984,38425
496521,38425,620-0025,997,A.3,620-0025997,620-0025997,620-0025997,38425
496522,38425,620-0025,998,C.2,620-0025998,620-0025998,620-0025998,38425
496523,38425,620-0026,630,A.5,620-0026630,620-0026630,620-0026630,38425
496524,38425,620-0027,40,A.3,620-0027040,620-0027040,620-0027040,38425
496525,38425,620-0027,125,A.4,620-0027125,620-0027125,620-0027125,38425
496526,38425,620-0170,27,B.2,620-0170027,620-0170027,620-0170027,38425
496527,38425,620-0170,28,A.2,620-0170028,620-0170028,620-0170028,38425
496528,38425,O-711311,2,00,O-711311002,-711311002,O-711311002,38425
496529,38425,APCM.713215-MP,1,B.6,APCM.713215.001-MP,.713215.001-,АРСМ.713215.001-МР,38425
496530,38425,0000033-MP,702,B.4,0000033702-MP,0000033702-,0000033702-МР,38425
496531,38425,0000033-MP,703,A.10,0000033703-MP,0000033703-,0000033703-МР,38425
496532,38425,0000033-MP,965,B.4,0000033965-MP,0000033965-,0000033965-МР,38425
496533,38425,0000034-MP,331,С.4,0000034331-MP,0000034331-,0000034331-МР,38425
496534,38425,0000034-MP,340,A.3,0000034340-MP,0000034340-,0000034340-МР,38425
496535,38425,0000034-MP,341,A.3,0000034341-MP,0000034341-,0000034341-МР,38425
496536,38425,0000069-MP,300,A.3,0000069300-MP,0000069300-,0000069300-МР,38425
496537,38425,PT-001-MP,276,B.3,PT-001276-MP,-001276-,РТ-001276-МР,38425
496538,38425,PT-001-MP,330,В.3,PT-001330-MP,-001330-,РТ-001330-МР,38425
496539,38425,PT-007,126,00,PT-007126,-007126,РТ-007126,38425
496540,38425,PT-007,127,00,PT-007127,-007127,РТ-007127,38425
496541,38425,PT-007-MP,218,B.5,PT-007218-MP,-007218-,РТ-007218-МР,38425
496542,38425,PT-007-MP,219,B.5,PT-007219-MP,-007219-,РТ-007219-МР,38425
496543,38425,PT-007-MP,221,B.5,PT-007221-MP,-007221-,РТ-007221-МР,38425
496544,38425,PT-007-MP,224,A.6,PT-007224-MP,-007224-,РТ-007224-МР,38425
496545,38425,PT-007-MP,226,А.5,PT-007226-MP,-007226-,РТ-007226-МР,38425
496546,38425,PT-007-MP,227,B.7,PT-007227-MP,-007227-,РТ-007227-МР,38425
496547,38425,PT-008,769,01,PT-008769,-008769,РТ-008769,38425
496548,38425,PT-072-MP,200,A.5,PT-072200-MP,-072200-,РТ-072200-МР,38425
496549,38425,PT-072MP,220,A.3,PT-072220-MP,-072220-,РТ-072220-МР,38425
496550,38425,PT-072-MP,230,A.4,PT-072230-MP,-072230-,РТ-072230-МР,38425
496551,38425,PT-072-MP,250,A.4,PT-072250-MP,-072250-,РТ-072250-МР,38425
496552,38425,0000047-MP,623,A.4,0000047623-MP,0000047623-,0000047623-МР,38425
496889,38425,620-0179,157,A.2,620-0179157,620-0179157,620-0179157,38425
496983,38425,006-0314,407,A.1,006-0314407,006-0314407,006-0314407,38425
496984,38425,006-0314,394,A.1,006-0314394,006-0314394,006-0314394,38425
496985,38425,006-0314,383,A.1,006-0314383,006-0314383,006-0314383,38425
496283,38503,670-0296,146,A.4,670-0296146,670-0296146,670-0296146,38503
496285,38503,670-0296,299,B.2,670-0296299,670-0296299,670-0296299,38503
496286,38503,670-0296,775,A.3,670-0296775,670-0296775,670-0296775,38503
496287,38503,670-0296,851,A.3,670-0296851,670-0296851,670-0296851,38503
496288,38503,670-0296,936,A.3,670-0296936,670-0296936,670-0296936,38503
496290,38503,670-0297,187,A.5,670-0297187,670-0297187,670-0297187,38503
496291,38503,670-0297,211,A.6,670-0297211,670-0297211,670-0297211,38503
496292,38503,670-0297,235,A.4,670-0297235,670-0297235,670-0297235,38503
496293,38503,670-0297,784,A.4,670-0297784,670-0297784,670-0297784,38503
496295,38503,670-0300,470,A.3,670-0300470,670-0300470,670-0300470,38503
