item,number_cmd,PRODUIT,N°PIECE,IND PROD,REF_BAAN,full_cod1,обозначение,номер_заказа
497188,38566,620-0025,984,A.3,620-0025984,620-0025984,620-0025984,38566
497189,38566,620-0170,28,A.2,620-0170028,620-0170028,620-0170028,38566
497190,38566,680-0181,560,A.3,680-0181560,680-0181560,680-0181560,38566
497191,38566,O-713215,1,B.6,O-713215001,-713215001,O-713215001,38566
497192,38566,OLD-0024,919,A.3,OLD-0024919,-0024919,OLD-0024919,38566
497193,38566,OLD-9001,276,B.3,OLD-9001276,-9001276,OLD-9001276,38566
497194,38566,OLD-9001,330,B.3,OLD-9001330,-9001330,OLD-9001330,38566
497195,38566,OLD-9005,536,B.4,OLD-9005536,-9005536,OLD-9005536,38566
497196,38566,OLD-9007,218,B.5,OLD-9007218,-9007218,OLD-9007218,38566
497197,38566,OLD-9007,219,B.5,OLD-9007219,-9007219,OLD-9007219,38566
497198,38566,OLD-9007,221,B.5,OLD-9007221,-9007221,OLD-9007221,38566
497199,38566,OLD-9017,61,B.2,OLD-9017061,-9017061,OLD-9017061,38566
497200,38566,OLD-9017,62,B.3,OLD-9017062,-9017062,OLD-9017062,38566
497201,38566,OLD-9017,63,A.1,OLD-9017063,-9017063,OLD-9017063,38566
497202,38566,OLD-9072,250,A.4,OLD-9072250,-9072250,OLD-9072250,38566
497203,38566,121-0232,116,A.2,121-0232116,121-0232116,121-0232116,38566
497204,38566,121-0232,581,A.4,121-0232581,121-0232581,121-0232581,38566
497205,38566,121-0232,584,A.3,121-0232584,121-0232584,121-0232584,38566
497206,38566,125-0053,101,A.4,125-0053101,125-0053101,125-0053101,38566
497207,38566,125-0053,111,A.6,125-0053111,125-0053111,125-0053111,38566
497208,38566,620-0170,27,B.2,620-0170027,620-0170027,620-0170027,38566
497173,38566,110-0089,657,A.5,110-0089657,110-0089657,110-0089657,38566
497174,38566,670-0311,95,A.3,670-0311095,670-0311095,670-0311095,38566
497209,38566,110-0091,87,A.5,110-0091087,110-0091087,110-0091087,38566
497210,38566,120-0088,86,A.4,120-0088086,120-0088086,120-0088086,38566
497211,38566,120-0089,52,A.3,120-0089052,120-0089052,120-0089052,38566
497212,38566,120-0089,707,A.2,120-0089707,120-0089707,120-0089707,38566
497213,38566,120-0110,863,B.4,120-0110863,120-0110863,120-0110863,38566
497214,38566,120-0111,196,A.9,120-0111196,120-0111196,120-0111196,38566
497215,38566,120-0112,101,A.5,120-0112101,120-0112101,120-0112101,38566
497216,38566,120-0112,156,A.7,120-0112156,120-0112156,120-0112156,38566
497217,38566,120-0112,925,A.2,120-0112925,120-0112925,120-0112925,38566
497218,38566,120-0112,931,A.3,120-0112931,120-0112931,120-0112931,38566
497219,38566,121-0240,994,B.2,121-0240994,121-0240994,121-0240994,38566
497220,38566,121-0240,997,B.2,121-0240997,121-0240997,121-0240997,38566
497221,38566,121-0242,950,A.5,121-0242950,121-0242950,121-0242950,38566
497222,38566,121-0242,955,A.6,121-0242955,121-0242955,121-0242955,38566
497223,38566,121-0242,968,B.2,121-0242968,121-0242968,121-0242968,38566
497224,38566,121-0242,971,B.2,121-0242971,121-0242971,121-0242971,38566
497225,38566,121-0244,222,A.3,121-0244222,121-0244222,121-0244222,38566
497226,38566,121-0244,223,A.2,121-0244223,121-0244223,121-0244223,38566
497227,38566,121-0244,853,B.2,121-0244853,121-0244853,121-0244853,38566
497228,38566,121-0254,419,A.2,121-0254419,121-0254419,121-0254419,38566
497229,38566,121-0281,355,A.2,121-0281355,121-0281355,121-0281355,38566
497230,38566,125-0025,411,A.3,125-0025411,125-0025411,125-0025411,38566
497231,38566,125-0025,412,A.5,125-0025412,125-0025412,125-0025412,38566
497232,38566,125-0025,421,A.4,125-0025421,125-0025421,125-0025421,38566
497233,38566,125-0025,430,A.4,125-0025430,125-0025430,125-0025430,38566
497234,38566,125-0025,451,A.2,125-0025451,125-0025451,125-0025451,38566
497235,38566,125-0025,453,A.2,125-0025453,125-0025453,125-0025453,38566
497236,38566,125-0311,341,A.2,125-0311341,125-0311341,125-0311341,38566
497237,38566,125-0311,346,A.4,125-0311346,125-0311346,125-0311346,38566
497842,38566,110-0089,574,A.4,110-0089574,110-0089574,110-0089574,38566
497843,38566,120-0142,407,B.2,120-0142407,120-0142407,120-0142407,38566
497844,38566,121-0235,730,A.3,121-0235730,121-0235730,121-0235730,38566
497845,38566,121-0237,870,A.3,121-0237870,121-0237870,121-0237870,38566
497846,38566,121-0263,87,A.5,121-0263087,121-0263087,121-0263087,38566
497847,38566,121-0263,118,A.4,121-0263118,121-0263118,121-0263118,38566
497848,38566,121-0263,822,A.5,121-0263822,121-0263822,121-0263822,38566
497849,38566,121-0263,823,A.5,121-0263823,121-0263823,121-0263823,38566
497850,38566,121-0263,870,A.6,121-0263870,121-0263870,121-0263870,38566
497851,38566,121-0263,985,A.5,121-0263985,121-0263985,121-0263985,38566
497852,38566,121-0266,499,A.3,121-0266499,121-0266499,121-0266499,38566
497853,38566,121-0269,905,A.2,121-0269905,121-0269905,121-0269905,38566
497854,38566,121-0269,929,A.5,121-0269929,121-0269929,121-0269929,38566
497855,38566,121-0270,264,A.3,121-0270264,121-0270264,121-0270264,38566
497856,38566,121-0270,294,A.2,121-0270294,121-0270294,121-0270294,38566
497857,38566,121-0270,298,A.2,121-0270298,121-0270298,121-0270298,38566
497858,38566,121-0275,66,A.4,121-0275066,121-0275066,121-0275066,38566
497859,38566,121-0275,150,A.2,121-0275150,121-0275150,121-0275150,38566
497860,38566,121-0275,358,A.3,121-0275358,121-0275358,121-0275358,38566
497861,38566,121-0275,666,A.3,121-0275666,121-0275666,121-0275666,38566
497862,38566,121-0276,972,A.2,121-0276972,121-0276972,121-0276972,38566
497863,38566,121-0278,65,A.3,121-0278065,121-0278065,121-0278065,38566
497864,38566,OLD-0074,914,A.2,OLD-0074914,-0074914,OLD-0074914,38566
497545,38575,7685.10.00,225,01,7685.10.00.225,7685.10.00.225,7685.10.00.225,38575
497546,38575,7685.10.02,3,00,7685.10.02.003,7685.10.02.003,7685.10.02.003,38575
497547,38575,7685.10.05,201,01,7685.10.05.201,7685.10.05.201,7685.10.05.201,38575
497548,38575,7685.10.05,301,01,7685.10.05.301,7685.10.05.301,7685.10.05.301,38575
497549,38575,7685.10.05,401,01,7685.10.05.401,7685.10.05.401,7685.10.05.401,38575
497550,38575,7685.10.05,403,00,7685.10.05.403,7685.10.05.403,7685.10.05.403,38575
497551,38575,7685.10.06,102,02,7685.10.06.102,7685.10.06.102,7685.10.06.102,38575
497552,38575,7685.10.07,31,01,7685.10.07.031,7685.10.07.031,7685.10.07.031,38575
497553,38575,7685.10.08,1,00,7685.10.08.001,7685.10.08.001,7685.10.08.001,38575
497554,38575,7685.10.09,101,01,7685.10.09.101,7685.10.09.101,7685.10.09.101,38575
497555,38575,7685.10.09,202,01,7685.10.09.202,7685.10.09.202,7685.10.09.202,38575
497556,38575,7685.10.09,301,01,7685.10.09.301,7685.10.09.301,7685.10.09.301,38575
497557,38575,7685.31.00,452,00,7685.31.00.452,7685.31.00.452,7685.31.00.452,38575
497558,38575,7685.31.10,301,00,7685.31.10.301,7685.31.10.301,7685.31.10.301,38575
497559,38575,7685.31.10,561,00,7685.31.10.561,7685.31.10.561,7685.31.10.561,38575
497373,38579,HY13-276,10,D,HY13-276-010,13-276-010,HY13-276-010,38579
497374,38579,HY13-276,11,B,HY13-276-011,13-276-011,HY13-276-011,38579
497375,38579,HY13-276,12,B,HY13-276-012,13-276-012,HY13-276-012,38579
497376,38579,HY13-276,13,B,HY13-276-013,13-276-013,HY13-276-013,38579
497377,38579,HY13-276,14,D,HY13-276-014,13-276-014,HY13-276-014,38579
497378,38579,HY13-276,15,B,HY13-276-015,13-276-015,HY13-276-015,38579
497379,38579,HY13-276,16,B,HY13-276-016,13-276-016,HY13-276-016,38579
497380,38579,HY13-276,17,D,HY13-276-017,13-276-017,HY13-276-017,38579
497381,38579,HY13-276,18,D,HY13-276-018,13-276-018,HY13-276-018,38579
497382,38579,HY13-276,19,D1,HY13-276-019,13-276-019,HY13-276-019,38579
497383,38579,HY13-276,20,D1,HY13-276-020,13-276-020,HY13-276-020,38579
497384,38579,HY13-276,21,D,HY13-276-021,13-276-021,HY13-276-021,38579
497385,38579,HY13-276,22,B,HY13-276-022,13-276-022,HY13-276-022,38579
497386,38579,HY13-276,23,D,HY13-276-023,13-276-023,HY13-276-023,38579
497387,38579,HY13-276,24,B,HY13-276-024,13-276-024,HY13-276-024,38579
497388,38579,HY13-276-01,24,B,HY13-276-024-01,13-276-024-01,HY13-276-024-01,38579
497389,38579,HY13-276,25,B,HY13-276-025,13-276-025,HY13-276-025,38579
497390,38579,HY13-276-01,25,B,HY13-276-025-01,13-276-025-01,HY13-276-025-01,38579
497391,38579,HY13-276,26,B,HY13-276-026,13-276-026,HY13-276-026,38579
497392,38579,HY13-276,27,D,HY13-276-027,13-276-027,HY13-276-027,38579
497393,38579,HY13-276,28,B,HY13-276-028,13-276-028,HY13-276-028,38579
497394,38579,HY13-276,29,D,HY13-276-029,13-276-029,HY13-276-029,38579
497395,38579,HY13-276,30,A,HY13-276-030,13-276-030,HY13-276-030,38579
497396,38579,HY13-276,31,D,HY13-276-031,13-276-031,HY13-276-031,38579
497397,38579,HY13-276,32,A,HY13-276-032,13-276-032,HY13-276-032,38579
497398,38579,HY13-276,33,A,HY13-276-033,13-276-033,HY13-276-033,38579
497399,38579,HY13-276,34,A,HY13-276-034,13-276-034,HY13-276-034,38579
497400,38579,HY13-276,35,A,HY13-276-035,13-276-035,HY13-276-035,38579
497401,38579,HY13-276,36,A1,HY13-276-036,13-276-036,HY13-276-036,38579
497402,38579,HY13-276,37,B,HY13-276-037,13-276-037,HY13-276-037,38579
497403,38579,HY13-276,38,A,HY13-276-038,13-276-038,HY13-276-038,38579
497404,38579,HY13-276,39,A1,HY13-276-039,13-276-039,HY13-276-039,38579
497405,38579,HY13-276,40,A,HY13-276-040,13-276-040,HY13-276-040,38579
497406,38579,HY13-276,41,B,HY13-276-041,13-276-041,HY13-276-041,38579
497407,38579,HY13-276,42,A,HY13-276-042,13-276-042,HY13-276-042,38579
497408,38579,HY13-276,43,B,HY13-276-043,13-276-043,HY13-276-043,38579
497409,38579,HY13-276,44,A,HY13-276-044,13-276-044,HY13-276-044,38579
497410,38579,HY13-276,45,A,HY13-276-045,13-276-045,HY13-276-045,38579
497411,38579,HY13-276,46,A,HY13-276-046,13-276-046,HY13-276-046,38579
497412,38579,HY13-276,110,D,HY13-276-110,13-276-110,HY13-276-110,38579
497413,38579,HY13-276,111,D,HY13-276-111,13-276-111,HY13-276-111,38579
497414,38579,HY13-276,112,D,HY13-276-112,13-276-112,HY13-276-112,38579
497415,38579,HY13-276,115,A1,HY13-276-115,13-276-115,HY13-276-115,38579
497416,38579,HY13-276,116,A,HY13-276-116,13-276-116,HY13-276-116,38579
497417,38579,HY13-276,117,B,HY13-276-117,13-276-117,HY13-276-117,38579
497418,38579,HY13-276,118,D,HY13-276-118,13-276-118,HY13-276-118,38579
497419,38579,HY13-276,119,B,HY13-276-119,13-276-119,HY13-276-119,38579
497420,38579,HY13-276,121,B,HY13-276-121,13-276-121,HY13-276-121,38579
497421,38579,HY13-276,122,A,HY13-276-122,13-276-122,HY13-276-122,38579
497422,38579,HY13-276,123,D,HY13-276-123,13-276-123,HY13-276-123,38579
497423,38579,HY13-276,124,B,HY13-276-124,13-276-124,HY13-276-124,38579
497424,38579,HY13-276,125,A1,HY13-276-125,13-276-125,HY13-276-125,38579
497425,38579,HY13-276,126,A,HY13-276-126,13-276-126,HY13-276-126,38579
497426,38579,HY13-276,211,D,HY13-276-211,13-276-211,HY13-276-211,38579
497427,38579,HY13-276,214,B,HY13-276-214,13-276-214,HY13-276-214,38579
497428,38579,HY13-276,216,B,HY13-276-216,13-276-216,HY13-276-216,38579
497429,38579,HY13-276,310,D,HY13-276-310,13-276-310,HY13-276-310,38579
497430,38579,HY13-276,311,D,HY13-276-311,13-276-311,HY13-276-311,38579
497431,38579,HY13-276,312,D,HY13-276-312,13-276-312,HY13-276-312,38579
497432,38579,HY13-276,313,A,HY13-276-313,13-276-313,HY13-276-313,38579
497433,38579,HY13-276,317,B,HY13-276-317,13-276-317,HY13-276-317,38579
497434,38579,HY13-276,318,B,HY13-276-318,13-276-318,HY13-276-318,38579
497435,38579,HY13-276,319,A,HY13-276-319,13-276-319,HY13-276-319,38579
497436,38579,HY13-276,320,A,HY13-276-320,13-276-320,HY13-276-320,38579
497437,38579,HY13-276,410,D,HY13-276-410,13-276-410,HY13-276-410,38579
497438,38579,HY13-276,411,D,HY13-276-411,13-276-411,HY13-276-411,38579
497439,38579,HY13-276,412,E,HY13-276-412,13-276-412,HY13-276-412,38579
497440,38579,HY13-276,413,D,HY13-276-413,13-276-413,HY13-276-413,38579
497441,38579,HY13-276,414,B,HY13-276-414,13-276-414,HY13-276-414,38579
497442,38579,HY13-276,415,D,HY13-276-415,13-276-415,HY13-276-415,38579
497443,38579,HY13-276,416,D,HY13-276-416,13-276-416,HY13-276-416,38579
497444,38579,HY13-276,417,D,HY13-276-417,13-276-417,HY13-276-417,38579
497445,38579,HY13-276,418,B,HY13-276-418,13-276-418,HY13-276-418,38579
497446,38579,HY13-276,419,B,HY13-276-419,13-276-419,HY13-276-419,38579
497447,38579,HY13-276,420,D,HY13-276-420,13-276-420,HY13-276-420,38579
497448,38579,HY13-276,425,A,HY13-276-425,13-276-425,HY13-276-425,38579
497449,38579,HY13-276,428,A,HY13-276-428,13-276-428,HY13-276-428,38579
497450,38579,HY13-276,510,D,HY13-276-510,13-276-510,HY13-276-510,38579
497451,38579,HY13-276,511,E,HY13-276-511,13-276-511,HY13-276-511,38579
497452,38579,HY13-276,512,D,HY13-276-512,13-276-512,HY13-276-512,38579
497453,38579,HY13-276,513,D,HY13-276-513,13-276-513,HY13-276-513,38579
497454,38579,HY13-276,514,C,HY13-276-514,13-276-514,HY13-276-514,38579
497455,38579,HY13-276,515,C2,HY13-276-515,13-276-515,HY13-276-515,38579
497456,38579,HY13-276,516,А1,HY13-276-516,13-276-516,HY13-276-516,38579
497457,38579,HY13-276,517,A,HY13-276-517,13-276-517,HY13-276-517,38579
497458,38579,HY13-276,517,A,HY13-276-517-01,13-276-517-01,HY13-276-517-01,38579
497459,38579,HY13-276,518,A,HY13-276-518,13-276-518,HY13-276-518,38579
497460,38579,HY13-276,519,B,HY13-276-519,13-276-519,HY13-276-519,38579
497461,38579,HY13-276,520,A,HY13-276-520,13-276-520,HY13-276-520,38579
497462,38579,HY13-276,521,B,HY13-276-521,13-276-521,HY13-276-521,38579
497463,38579,HY13-276,524,D,HY13-276-524,13-276-524,HY13-276-524,38579
497464,38579,HY13-276,525,D,HY13-276-525,13-276-525,HY13-276-525,38579
497465,38579,HY13-276,526,A,HY13-276-526,13-276-526,HY13-276-526,38579
497466,38579,HY13-276,527,D,HY13-276-527,13-276-527,HY13-276-527,38579
497467,38579,HY13-276,530,B,HY13-276-530,13-276-530,HY13-276-530,38579
497468,38579,HY13-276,532,A,HY13-276-532,13-276-532,HY13-276-532,38579
497469,38579,HY13-276,533,A,HY13-276-533,13-276-533,HY13-276-533,38579
497470,38579,HY13-276,534,A,HY13-276-534,13-276-534,HY13-276-534,38579
497471,38579,HY13-276,610,D,HY13-276-610,13-276-610,HY13-276-610,38579
497472,38579,HY13-276,611,D,HY13-276-611,13-276-611,HY13-276-611,38579
497473,38579,HY13-276,612,D,HY13-276-612,13-276-612,HY13-276-612,38579
497474,38579,HY13-276,613,D,HY13-276-613,13-276-613,HY13-276-613,38579
497475,38579,HY13-276,614,B,HY13-276-614,13-276-614,HY13-276-614,38579
497476,38579,HY13-276,615,B,HY13-276-615,13-276-615,HY13-276-615,38579
497477,38579,HY13-276,616,B,HY13-276-616,13-276-616,HY13-276-616,38579
497478,38579,HY13-276,617,A,HY13-276-617,13-276-617,HY13-276-617,38579
497479,38579,HY13-276,618,B,HY13-276-618,13-276-618,HY13-276-618,38579
497480,38579,HY13-276,619,B,HY13-276-619,13-276-619,HY13-276-619,38579
497481,38579,HY13-276,620,A,HY13-276-620,13-276-620,HY13-276-620,38579
497482,38579,HY13-276,621,B,HY13-276-621,13-276-621,HY13-276-621,38579
497483,38579,HY13-276,622,B,HY13-276-622,13-276-622,HY13-276-622,38579
497484,38579,HY13-276,623,A,HY13-276-623,13-276-623,HY13-276-623,38579
497485,38579,HY19-039,11,A,HY19-039-11,19-039-11,HY19-039-11,38579
497486,38579,HY19-039,33,A,HY19-039-33,19-039-33,HY19-039-33,38579
497487,38579,HY19-039,34,A,HY19-039-34,19-039-34,HY19-039-34,38579
497488,38579,HY19-039,32,A,HY19-039-32,19-039-32,HY19-039-32,38579
497489,38579,HY13-215,611,B,HY13-215-611,13-215-611,HY13-215-611,38579
497490,38579,HY13-215,612,A,HY13-215-612,13-215-612,HY13-215-612,38579
497491,38579,MPHY14023,712,B,MPHY14023712,14023712,MPHY14023712,38579
0,0,0,0,0,0,14 023 711,HY14 023 711,38579
497493,38579,HY13-082,94,A,HY13-082-94,13-082-94,HY13-082-94,38579
497494,38579,HY13-082,97,A,HY13-082-97,13-082-97,HY13-082-97,38579
497495,38579,HY13-082,89,А1,HY13-082-89,13-082-89,HY13-082-89,38579
497496,38579,HY13-082,84,A,HY13-082-84,13-082-84,HY13-082-84,38579
497497,38579,HY13-082-01,84,A,HY13-082-84-01,13-082-84-01,HY13-082-84-01,38579
497498,38579,HY13-082,83,C,HY13-082-83,13-082-83,HY13-082-83,38579
497499,38579,HY13-082,82,А1,HY13-082-82,13-082-82,HY13-082-82,38579
497500,38579,HY13-082,80,А1,HY13-082-80,13-082-80,HY13-082-80,38579
497501,38579,HY13-082,75,C1,HY13-082-75,13-082-75,HY13-082-75,38579
497502,38579,HY13-082,87,A,HY13-082-87,13-082-87,HY13-082-87,38579
497503,38579,HY13-082,88,A,HY13-082-88,13-082-88,HY13-082-88,38579
497504,38579,HY13-082,81,B,HY13-082-81,13-082-81,HY13-082-81,38579
497505,38579,HY13-082,93,C,HY13-082-93,13-082-93,HY13-082-93,38579
497168,38581,670-0293,51,B.4,670-0293051,670-0293051,670-0293051,38581
497169,38581,670-0293,153,A.2,670-0293153,670-0293153,670-0293153,38581
497170,38581,670-0293,158,A.6,670-0293158,670-0293158,670-0293158,38581
497171,38581,670-0294,149,A.4,670-0294149,670-0294149,670-0294149,38581
497172,38581,670-0298,582,A.5,670-0298582,670-0298582,670-0298582,38581
497162,38597,KRAU8.220,76,01,KRAU8.220.076 ,8.220.076,КРАУ8.220.076 ,38597
497163,38597,KRAU8.220,78,01,KRAU8.220.078 ,8.220.078,КРАУ8.220.078 ,38597
497164,38597,KRAU8.220,79,01,KRAU8.220.079 ,8.220.079,КРАУ8.220.079 ,38597
497165,38597,KRAU8.600,140,01,KRAU8.600.140 ,8.600.140,КРАУ8.600.140 ,38597
497166,38597,VMPL8.223,10,03,VMPL8.223.010,8.223.010,ВМПЛ8.223.010,38597
497167,38597,VMPL8.223,30,00,VMPL8.223.030,8.223.030,ВМПЛ8.223.030,38597
499283,38602,P4G-03.01.07.00,1,00,P4G-03.01.07.00.001,4-03.01.07.00.001,P4G-03.01.07.00.001,38602
499284,38602,P4G-03.01.07.00,2,00,P4G-03.01.07.00.002,4-03.01.07.00.002,P4G-03.01.07.00.002,38602
499285,38602,P4G-03.01.07.00,3,00,P4G-03.01.07.00.003,4-03.01.07.00.003,P4G-03.01.07.00.003,38602
499286,38602,P4G-03.01.07.00,4,00,P4G-03.01.07.00.004,4-03.01.07.00.004,P4G-03.01.07.00.004,38602
499287,38602,P4G-03.01.07.00,5,00,P4G-03.01.07.00.005,4-03.01.07.00.005,P4G-03.01.07.00.005,38602
499288,38602,P4G-03.01.07.00,6,00,P4G-03.01.07.00.006,4-03.01.07.00.006,P4G-03.01.07.00.006,38602
499289,38602,P4G-03.01.07.00,7,00,P4G-03.01.07.00.007,4-03.01.07.00.007,P4G-03.01.07.00.007,38602
499290,38602,P4G-03.01.07.00,8,00,P4G-03.01.07.00.008,4-03.01.07.00.008,P4G-03.01.07.00.008,38602
499291,38602,P4G-03.01.07.00,9,00,P4G-03.01.07.00.009,4-03.01.07.00.009,P4G-03.01.07.00.009,38602
499292,38602,P4G-03.01.07.00,10,00,P4G-03.01.07.00.010,4-03.01.07.00.010,P4G-03.01.07.00.010,38602
499293,38602,P4G-03.01.07.00,11,00,P4G-03.01.07.00.011,4-03.01.07.00.011,P4G-03.01.07.00.011,38602
499294,38602,P4G-03.01.07.00,12,00,P4G-03.01.07.00.012,4-03.01.07.00.012,P4G-03.01.07.00.012,38602
499295,38602,P4G-03.01.07.00,13,00,P4G-03.01.07.00.013,4-03.01.07.00.013,P4G-03.01.07.00.013,38602
499296,38602,P4G-03.01.07.00,14,00,P4G-03.01.07.00.014,4-03.01.07.00.014,P4G-03.01.07.00.014,38602
499297,38602,P4G-03.01.07.00,15,00,P4G-03.01.07.00.015,4-03.01.07.00.015,P4G-03.01.07.00.015,38602
499298,38602,P4G-03.01.07.00,16,00,P4G-03.01.07.00.016,4-03.01.07.00.016,P4G-03.01.07.00.016,38602
499299,38602,P4G-03.01.07.00,17,00,P4G-03.01.07.00.017,4-03.01.07.00.017,P4G-03.01.07.00.017,38602
499300,38602,P4G-03.01.07.00,18,00,P4G-03.01.07.00.018,4-03.01.07.00.018,P4G-03.01.07.00.018,38602
499301,38602,P4G-03.01.07.00,19,00,P4G-03.01.07.00.019,4-03.01.07.00.019,P4G-03.01.07.00.019,38602
499302,38602,P4G-03.01.07.00,20,00,P4G-03.01.07.00.020,4-03.01.07.00.020,P4G-03.01.07.00.020,38602
499303,38602,P4G-03.01.07.00,21,00,P4G-03.01.07.00.021,4-03.01.07.00.021,P4G-03.01.07.00.021,38602
499304,38602,P4G-03.01.07.00,22,00,P4G-03.01.07.00.022,4-03.01.07.00.022,P4G-03.01.07.00.022,38602
499305,38602,P4G-03.01.07.00,23,00,P4G-03.01.07.00.023,4-03.01.07.00.023,P4G-03.01.07.00.023,38602
499306,38602,P4G-03.01.07.00,24,00,P4G-03.01.07.00.024,4-03.01.07.00.024,P4G-03.01.07.00.024,38602
499307,38602,P4G-03.01.07.00,26,00,P4G-03.01.07.00.026,4-03.01.07.00.026,P4G-03.01.07.00.026,38602
499308,38602,P4G-03.01.07.00,27,00,P4G-03.01.07.00.027,4-03.01.07.00.027,P4G-03.01.07.00.027,38602
499309,38602,P4G-03.01.07.00,28,00,P4G-03.01.07.00.028,4-03.01.07.00.028,P4G-03.01.07.00.028,38602
499310,38602,P4G-03.01.07.00,29,00,P4G-03.01.07.00.029,4-03.01.07.00.029,P4G-03.01.07.00.029,38602
499311,38602,P4G-03.01.07.00,30,00,P4G-03.01.07.00.030,4-03.01.07.00.030,P4G-03.01.07.00.030,38602
499312,38602,P4G-03.01.07.00,31,00,P4G-03.01.07.00.031,4-03.01.07.00.031,P4G-03.01.07.00.031,38602
499313,38602,P4G-03.01.07.00,32,00,P4G-03.01.07.00.032,4-03.01.07.00.032,P4G-03.01.07.00.032,38602
499314,38602,P4G-03.01.07.00,33,00,P4G-03.01.07.00.033,4-03.01.07.00.033,P4G-03.01.07.00.033,38602
499315,38602,P4G-03.01.07.00,34,00,P4G-03.01.07.00.034,4-03.01.07.00.034,P4G-03.01.07.00.034,38602
499316,38602,P4G-03.01.07.00,35,00,P4G-03.01.07.00.035,4-03.01.07.00.035,P4G-03.01.07.00.035,38602
499317,38602,P4G-03.01.07.00,36,00,P4G-03.01.07.00.036,4-03.01.07.00.036,P4G-03.01.07.00.036,38602
497128,38606,670-0297,578,A.4,670-0297578,670-0297578,670-0297578,38606
497129,38606,670-0298,916,A.2,670-0298916,670-0298916,670-0298916,38606
497130,38606,670-0299,137,A.2,670-0299137,670-0299137,670-0299137,38606
497131,38606,670-0299,644,A.3,670-0299644,670-0299644,670-0299644,38606
497132,38606,670-0299,752,A.4,670-0299752,670-0299752,670-0299752,38606
497133,38606,670-0299,868,A.3,670-0299868,670-0299868,670-0299868,38606
497134,38606,670-0316,213,A.3,670-0316213,670-0316213,670-0316213,38606
497135,38606,OLD-0003,789,A.2,OLD-0003789,-0003789,OLD-0003789,38606
497136,38606,OLD-0013,399,A.1,OLD-0013399,-0013399,OLD-0013399,38606
497137,38606,120-0089,707,A.2,120-0089707,120-0089707,120-0089707,38606
497138,38606,121-0242,968,A.6,121-0242968,121-0242968,121-0242968,38606
497139,38606,121-0242,971,B.2,121-0242971,121-0242971,121-0242971,38606
497140,38606,121-0281,355,A.2,121-0281355,121-0281355,121-0281355,38606
497141,38606,670-0295,605,A.8,670-0295605,670-0295605,670-0295605,38606
497142,38606,670-0295,698,B.2,670-0295698,670-0295698,670-0295698,38606
497143,38606,670-0297,503,A.5,670-0297503,670-0297503,670-0297503,38606
497144,38606,670-0297,525,A.2,670-0297525,670-0297525,670-0297525,38606
497145,38606,670-0297,529,A.4,670-0297529,670-0297529,670-0297529,38606
497146,38606,670-0297,539,A.5,670-0297539,670-0297539,670-0297539,38606
497147,38606,670-0297,546,A.3,670-0297546,670-0297546,670-0297546,38606
497148,38606,670-0297,549,A.6,670-0297549,670-0297549,670-0297549,38606
497149,38606,670-0297,569,A.3,670-0297569,670-0297569,670-0297569,38606
497128,38606,670-0297,578,A.4,670-0297578,670-0297578,670-0297578,38606
