обозначение,наименование,индекс,коэф_входимости,заказанное_кол,уровень_критичности,примечания,наименование_материала,locmat_name,locmat,уд_вес,стоимость_мат_за_1кг_м,заг_диаметр,заг_толщина,заг_длина,заг_ширина,заг_на_кол_во,прутки,плиты,вес,стоимость_мат_ла,индустриализация_вид,индустриализация_стоимость,подряд_вид,подряд_стоимость,термообработка_вид,терообработка_стоимость,покрытие_площадь,покрытие_вид,покрытие_стоимость,резка_т_подг_мин,резка_т_маш_мин,резка_т_сум_ч,cn_т_подг_мин,cn_т_маш_мин,cn_т_сум_ч,dart_т_подг_мин,dart_т_маш_мин,dart_т_сум_ч,mx-cn_т_подг_мин,mx-cn_т_маш_мин,mx-cn_т_сум_ч,tour_т_подг_мин,tour_т_маш_мин,tour_т_сум_ч,mx\dart-tour_т_подг_мин,mx\dart-tour_т_ман_мин,mx\dart-tour_т_сум_ч,финишная_т_подг_мин,финишная_т_маш_мин,финишная_т_сум_ч,слесарная_т_подг_мин,слесарная_т_маш_мин,слесарная_т_сум_ч,шлифовальная_т_подг_мин,шлифовальная_т_маш_мин,шлифовальная_т_сум_ч,резерв_т_подг_мин,резерв_т_маш_мин,резерв_т_сум_ч,т_партии_ч,номер_заказа,full_cod1
7084.16.01.201,Корпус,5.0,82.0,82.0,C3,,Сталь 45,LOCMAT03605,P Ст45 EP020,7.8,1.5,,25.0,54.0,44.0,1.0,0.0,0.2240568,43.691076,65.536614,,0.0,хим.окс.прм.,0.75,,0.0,0.009652,,0.0,5.0,3.0,4.183333333333334,,,0.0,240.0,45.0,65.5,,,0.0,60.0,4.0,6.466666666666667,,,0.0,,,0.0,10.0,7.0,9.733333333333333,30.0,10.0,14.16666666666667,,,0.0,100.05,39248,7084.16.01.201
7084.16.01.212,Оправа,2.0,82.0,82.0,C3,,ВТ1-0,,,4.5,40.0,25.0,,31.0,,1.0,2.9233,0.0,6.45409828125,258.16393125,,0.0,,0.0,,0.0,0.00341475,,0.0,5.0,2.0,2.816666666666667,,,0.0,180.0,10.0,16.66666666666667,,,0.0,180.0,12.0,19.4,,,0.0,,,0.0,5.0,3.0,4.183333333333334,,,0.0,,,0.0,43.06666666666666,39248,7084.16.01.212
7084.17.00.051,Оправа,2.0,82.0,82.0,C3,,ВТ1-0,LOCMAT06015,J BT 1-0 D025,4.5,40.0,25.0,,13.0,,1.0,1.2259,0.0,2.70655734375,108.26229375,,0.0,,0.0,,0.0,0.00200175,,0.0,5.0,1.0,1.45,,,0.0,,,0.0,,,0.0,90.0,4.0,6.966666666666667,120.0,15.0,22.5,,,0.0,5.0,3.0,4.183333333333334,,,0.0,,,0.0,35.1,39248,7084.17.00.051
7084.17.00.062,Оправа,2.0,82.0,82.0,C3,,Д16,LOCMAT02512,P D16 EP016,2.78,6.0,,16.0,26.0,29.0,1.0,0.0,0.0711021999999999,3.162625856,18.975755136,,0.0,,0.0,,0.0,0.003268,Ан.окс.чёрн.,0.19608,5.0,0.5,0.7666666666666667,,,0.0,200.0,25.0,37.5,,,0.0,,,0.0,,,0.0,,,0.0,5.0,3.0,4.183333333333334,,,0.0,,,0.0,42.45,39248,7084.17.00.062
7084.17.10.012,Штифт,3.0,656.0,656.0,C3,,95Х18,,,7.75,6.0,5.0,,12.0,,1.0,9.0528,0.0,1.3768743,8.261245800000001,,0.0,,0.0,,0.0,0.00022765,Хим.пас.,0.1,5.0,0.1,1.176666666666667,,,0.0,,,0.0,,,0.0,280.0,3.0,37.46666666666667,,,0.0,,,0.0,,,0.0,30.0,1.0,11.43333333333333,,,0.0,50.07666666666667,39248,7084.17.10.012
7084.17.10.019,Втулка,3.0,82.0,82.0,C3,,95Х18,,,7.75,5.0,6.0,,11.0,,1.0,1.0373,0.0,0.2271842594999999,1.1359212975,,0.0,,0.0,,0.0,0.00026376,Хим.пас.,0.0158256,5.0,0.1,0.22,,,0.0,,,0.0,,,0.0,60.0,2.0,3.733333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,3.953333333333333,39248,7084.17.10.019
7084.17.10.041,Кулачок,4.0,82.0,82.0,C3,,12Х18H10T,LOCMAT01500,P 12X18H10T EP002,7.92,5.0,,2.0,55.0,55.0,1.0,0.0,0.2852575,4.5184788,22.592394,,0.0,,0.0,,0.0,0.00649,,0.0,5.0,1.0,1.45,,,0.0,180.0,16.0,24.86666666666667,,,0.0,,,0.0,,,0.0,,,0.0,10.0,1.5,2.216666666666667,,,0.0,,,0.0,28.53333333333333,39248,7084.17.10.041
7084.17.10.051,Кулачок,4.0,82.0,82.0,C3,,12Х18H10T,LOCMAT01500,P 12X18H10T EP002,7.92,5.0,,2.0,60.0,55.0,1.0,0.0,0.31119,4.9292496,24.646248,,0.0,,0.0,,0.0,0.00706,,0.0,5.0,1.0,1.45,,,0.0,180.0,18.0,27.6,,,0.0,,,0.0,,,0.0,,,0.0,10.0,1.5,2.216666666666667,,,0.0,,,0.0,31.26666666666667,39248,7084.17.10.051
7084.17.11.004 ,Штифт,2.0,164.0,164.0,C3,,45,,,7.83,1.5,4.0,,20.0,,1.0,3.772,0.0,0.3709565855999999,0.5564348783999999,,0.0,Хим.окс.прм,0.15,,0.0,0.00027632,,0.0,5.0,0.1,0.3566666666666667,,,0.0,,,0.0,,,0.0,150.0,5.0,16.16666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,16.52333333333333,39248,7084.17.11.004
7084.17.11.015,Планка,5.0,82.0,82.0,C3,,95Х18,LOCMAT03117,J St95X18 D030,7.8,6.0,30.0,,10.0,,1.0,0.9429999999999998,0.0,5.1965901,31.1795406,,0.0,,0.0,,0.0,0.002355,хим.пас.,0.14129999999999998,5.0,0.5,0.7666666666666667,,,0.0,120.0,10.0,15.66666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,2.816666666666667,,,0.0,,,0.0,19.25,39248,7084.17.11.015
7084.17.12.001,Корпус,7.0,82.0,82.0,C3,,Д16,LOCMAT02529,P D16 EP050,2.78,6.0,,50.0,58.0,53.0,1.0,0.0,0.2898782,40.29306979999999,241.7584188,,0.0,,,стабилизация,0.4913788999999999,0.017248,Ан.окс.чёрн.,1.03488,5.0,1.0,1.45,,,0.0,240.0,85.0,120.1666666666667,,,0.0,,,0.0,,,0.0,,,0.0,10.0,15.0,20.66666666666667,,,0.0,,,0.0,142.2833333333333,39248,7084.17.12.001
7084.31.00.009,Фланец,7.0,82.0,82.0,C3,,Д16Т,LOCMAT02515,P D16T EP020,2.78,6.0,,20.0,345.0,223.0,1.0,0.0,7.254970499999999,403.3763597999999,2420.2581588,,0.0,"покраска, установка защиты",6.0,,0.0,0.17659,Хим.Окс.,10.5954,5.0,3.0,4.183333333333334,,,0.0,240.0,50.0,72.33333333333333,,,0.0,,,0.0,,,0.0,,,0.0,10.0,10.0,13.83333333333333,,,0.0,,,0.0,90.35,39248,7084.31.00.009
7084.31.02.004,Втулка,3.0,328.0,328.0,C3,,Д16Т,,,2.78,6.0,8.0,,14.0,,1.0,5.280799999999999,0.0,0.7375545497599999,4.425327298559999,,0.0,,0.0,,0.0,0.00045216,Ан.Окс.чёрный,0.0271296,5.0,0.1,0.6300000000000001,,,0.0,,,0.0,,,0.0,60.0,1.5,9.2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,9.83,39248,7084.31.02.004
7084.31.02.571,Втулка,3.0,246.0,246.0,C3,,Д16Т,,,2.78,6.0,15.0,,22.0,,1.0,6.223799999999999,0.0,3.055994716499999,18.335968299,,0.0,,0.0,,0.0,0.00138945,Ан.Окс.чёрный,0.083367,5.0,0.1,0.4933333333333333,,,0.0,,,0.0,,,0.0,120.0,3.0,14.3,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,14.79333333333334,39248,7084.31.02.571
7084.31.03.013,Втулка,3.0,164.0,164.0,C3,,Д16Т,,,2.78,6.0,8.0,,10.0,,1.0,1.886,0.0,0.2634123391999999,1.5804740352,,0.0,,0.0,,0.0,0.00035168,Хим.Окс.,0.0211008,5.0,0.1,0.3566666666666667,,,0.0,,,0.0,,,0.0,60.0,1.5,5.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.456666666666668,39248,7084.31.03.013
7084.31.03.052,Палец,1.0,82.0,82.0,C3,,95Х18,,,7.75,5.0,10.0,,18.0,,1.0,1.6974,0.0,1.032655725,5.163278624999999,,0.0,термообработка,0.3,,0.0,0.0007222,Хим.пас.,0.04333200000000001,5.0,0.1,0.22,,,0.0,,,0.0,,,0.0,120.0,5.0,8.833333333333334,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,9.053333333333333,39248,7084.31.03.052
7084.31.03.084,Ось,3.0,82.0,82.0,C3,,45,,,7.83,1.5,6.0,,30.0,,1.0,2.829,0.0,0.6259892382,0.9389838573,,0.0,Хим.окс.прм.,0.25,30..34,0.0076340151,0.00062172,,0.0,5.0,0.1,0.22,,,0.0,20.0,1.5,2.383333333333333,,,0.0,150.0,6.0,10.7,,,0.0,,,0.0,5.0,0.25,0.425,,,0.0,,,0.0,13.72833333333333,39248,7084.31.03.084
7084.31.03.304,Штифт,,82.0,82.0,C3,,95Х18 калиброванный,,,7.75,15.0,3.0,,12.0,,1.0,1.1316,0.0,0.0619593435,0.9293901525,,0.0,,0.0,38..42,0.0007556017500000001,0.00012717,,0.0,5.0,0.1,0.22,,,0.0,,,0.0,,,0.0,60.0,1.5,3.05,,,0.0,,,0.0,,,0.0,30.0,1.5,2.55,,,0.0,5.82,39248,7084.31.03.304
7084.32.00.075,Втулка,1.0,410.0,410.0,C3,,12Х18Н9Т,,,7.92,5.0,28.0,,17.0,,1.0,8.0155,0.0,39.0698298144,195.349149072,,0.0,,0.0,,0.0,0.00272552,Хим.пас.,0.1635312,5.0,0.2,1.45,,,0.0,60.0,2.0,14.66666666666667,,,0.0,150.0,7.0,50.33333333333334,,,0.0,,,0.0,5.0,0.5,3.5,,,0.0,,,0.0,69.94999999999999,39248,7084.32.00.075
7084.32.00.082,Втулка,4.0,82.0,82.0,C3,,А12,,,7.83,2.0,12.0,,20.0,,1.0,1.886,0.0,1.6693046352,3.338609270399999,,0.0,Н6,0.5,,0.0,0.00097968,,0.0,5.0,0.15,0.2883333333333333,,,0.0,,,0.0,,,0.0,120.0,3.0,6.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.388333333333333,39248,7084.32.00.082
7084.32.00.083,Втулка,2.0,82.0,82.0,C3,,А12,,,7.83,2.0,12.0,,18.0,,1.0,1.6974,0.0,1.50237417168,3.00474834336,,0.0,Н6,0.5,,0.0,0.0009043199999999,,0.0,5.0,0.15,0.2883333333333333,,,0.0,,,0.0,,,0.0,120.0,3.0,6.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.388333333333333,39248,7084.32.00.083
7084.32.00.101,Втулка,4.0,328.0,328.0,C3,,А12,,,7.83,3.0,8.0,,15.0,,1.0,5.658,0.0,2.2257395136,6.6772185408,,0.0,,0.0,,0.0,0.00047728,Ц6.хр.,0.0286368,5.0,0.1,0.6300000000000001,,,0.0,,,0.0,,,0.0,60.0,2.0,11.93333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,12.56333333333333,39248,7084.32.00.101
7084.77.00.761-01,Рукоятка,3.0,164.0,164.0,C3,,95Х18,LOCMAT03116,J St95X18 D12,7.8,6.0,12.0,,950.0,,21.0,8.53190476190476,0.0,7.522682811428569,45.13609686857141,,0.0,,0.0,,0.0,0.0019306514285714,хим.пас,0.11583908571428572,5.0,0.05,0.22,,,0.0,,,0.0,,,0.0,120.0,7.0,21.13333333333333,60.0,2.5,7.833333333333333,,,0.0,5.0,0.5,1.45,,,0.0,,,0.0,30.63666666666667,39248,7084.77.00.761-01
7084.77.01.101-01,Втулка,4.0,328.0,328.0,C3,,95Х18,,,7.75,5.0,6.0,,11.0,,1.0,4.1492,0.0,0.908737038,4.54368519,,0.0,,0.0,28..32,0.00277053975,0.00026376,Хим.пас.,0.0158256,5.0,0.1,0.6300000000000001,,,0.0,,,0.0,,,0.0,120.0,2.5,15.66666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,16.29666666666667,39248,7084.77.01.101-01
7084.77.03.022,Втулка,4.0,246.0,246.0,C3,,Д16,,,2.78,5.0,8.0,,10.0,,1.0,2.829,0.0,0.3951185088,1.975592544,,0.0,,0.0,,0.0,0.00035168,Ан.Окс.чёрный,0.0211008,5.0,0.1,0.4933333333333333,,,0.0,,,0.0,,,0.0,60.0,1.5,7.15,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,7.643333333333333,39248,7084.77.03.022
7084.77.03.033,Шайба,3.0,246.0,246.0,C3,,95Х18,,,7.75,5.0,10.0,,12.0,,1.0,3.3948,0.0,2.06531145,10.32655725,,0.0,,0.0,,0.0,0.0005338,Хим.пас.,0.032028,5.0,0.1,0.4933333333333333,,,0.0,,,0.0,,,0.0,60.0,2.0,9.2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,9.693333333333332,39248,7084.77.03.033
7084.77.03.322,Оправа,1.0,82.0,82.0,C3,,Д16Т,,,2.78,6.0,20.0,,10.0,,1.0,0.9429999999999998,0.0,0.8231635599999998,4.938981359999999,,0.0,,0.0,,0.0,0.001256,Ан.Окс.чёрный,0.07536,5.0,0.15,0.2883333333333333,,,0.0,90.0,3.7,6.556666666666668,,,0.0,150.0,4.2,8.24,,,0.0,,,0.0,5.0,0.25,0.425,,,0.0,,,0.0,15.51,39248,7084.77.03.322
7084.77.03.332,Оправа,1.0,82.0,82.0,C3,,Д16Т,,,2.78,6.0,20.0,,14.0,,1.0,1.3202,0.0,1.152428984,6.914573903999999,,0.0,,0.0,,0.0,0.0015072,Ан.Окс.чёрный,0.090432,5.0,0.15,0.2883333333333333,,,0.0,90.0,4.0,6.966666666666667,,,0.0,150.0,4.5,8.65,,,0.0,,,0.0,5.0,0.25,0.425,,,0.0,,,0.0,16.33,39248,7084.77.03.332
7084.77.03.601,Корпус,5.0,82.0,82.0,C3,,Сталь 45,LOCMAT03128,J sT45 D055,7.8,1.5,55.0,,55.0,,1.0,5.1865,0.0,96.0647419875,144.09711298125,,0.0,хим.окс.прм.,0.75,,0.0,0.01424775,,0.0,5.0,1.0,1.45,,,0.0,300.0,80.0,114.3333333333333,,,0.0,,,0.0,,,0.0,,,0.0,10.0,10.0,13.83333333333333,60.0,10.0,14.66666666666667,,,0.0,144.2833333333333,39248,7084.77.03.601
7084.77.03.609,Скалка,1.0,82.0,82.0,C3,,95Х18,,,7.75,5.0,7.0,,45.0,,1.0,4.2435,0.0,1.265003263125,6.325016315625001,,0.0,,0.0,30..34,0.015426869062500001,0.00106603,Хим.пас.,0.0639618,5.0,0.2,0.3566666666666667,,,0.0,,,0.0,,,0.0,60.0,2.0,3.733333333333333,,,0.0,,,0.0,,,0.0,30.0,0.8,1.593333333333333,,,0.0,5.683333333333333,39248,7084.77.03.609
7084.77.03.612,Винт,1.0,82.0,82.0,C3,,95Х18,,,7.75,5.0,8.0,,45.0,,1.0,4.2435,0.0,1.65224916,8.2612458,,0.0,,0.0,,0.0,0.00123088,Хим.пас.,0.07385280000000001,5.0,0.1,0.22,,,0.0,30.0,2.0,3.233333333333333,,,0.0,180.0,7.5,13.25,,,0.0,,,0.0,5.0,1.5,2.133333333333333,,,0.0,,,0.0,18.83666666666666,39248,7084.77.03.612
7084.77.03.613,Винт,1.0,82.0,82.0,C3,,95Х18,,,7.75,5.0,8.0,,35.0,,1.0,3.3005,0.0,1.28508268,6.4254134,,0.0,,0.0,,0.0,0.00097968,Хим.пас.,0.05878080000000001,5.0,0.1,0.22,,,0.0,30.0,2.0,3.233333333333333,,,0.0,180.0,6.0,11.2,,,0.0,,,0.0,5.0,1.5,2.133333333333333,,,0.0,,,0.0,16.78666666666667,39248,7084.77.03.613
7084.77.03.614,Шпилька,1.0,82.0,82.0,C3,,95Х18 калиброванный,,,7.75,15.0,4.0,,45.0,,1.0,4.2435,0.0,0.4130622899999999,6.195934349999999,,0.0,,0.0,,0.0,0.00059032,Хим.пас.,0.035419200000000005,5.0,0.1,0.22,,,0.0,,,0.0,,,0.0,90.0,3.0,5.6,,,0.0,,,0.0,,,0.0,15.0,2.0,2.983333333333333,,,0.0,8.803333333333333,39248,7084.77.03.614
7084.77.05.012,Гайка,3.0,82.0,82.0,C3,,Сталь 45,,,7.83,1.5,12.0,,14.0,,1.0,1.3202,0.0,1.16851324464,1.75276986696,,0.0,Хим.окс.прм.,0.3,,0.0,0.0007536,,0.0,5.0,0.15,0.2883333333333333,,,0.0,60.0,1.5,3.05,,,0.0,75.0,3.0,5.35,,,0.0,,,0.0,5.0,0.25,0.425,,,0.0,,,0.0,9.113333333333332,39248,7084.77.05.012
7084.77.08.011,Оправа,3.0,82.0,82.0,C3,,Д16Т,,,2.78,6.0,12.0,,30.0,,1.0,2.829,0.0,0.8890166447999999,5.334099868799999,,0.0,,0.0,,0.0,0.00135648,Ан.Окс.чёрный,0.0813888,5.0,0.15,0.2883333333333333,180.0,8.0,13.93333333333333,,,0.0,,,0.0,150.0,4.0,7.966666666666667,,,0.0,,,0.0,5.0,0.25,0.425,,,0.0,,,0.0,22.61333333333333,39248,7084.77.08.011
7084.77.08.032,Оправа,6.0,82.0,82.0,C3,,Д16Т,,,2.78,6.0,25.0,,30.0,,1.0,2.829,0.0,3.858579187500001,23.151475125,,0.0,,0.0,,0.0,0.00333625,Ан.Окс.чёрный,0.200175,5.0,0.25,0.425,,,0.0,240.0,15.0,24.5,,,0.0,120.0,5.0,8.833333333333334,,,0.0,,,0.0,5.0,3.0,4.183333333333334,,,0.0,,,0.0,37.94166666666667,39248,7084.77.08.032
7084.77.08.081,Кольцо,1.0,82.0,82.0,C3,,Д16Т,,,2.78,6.0,8.0,,12.0,,1.0,1.1316,0.0,0.15804740352,0.94828442112,,0.0,,0.0,,0.0,0.00040192,Ан.Окс.чёрный,0.0241152,5.0,0.1,0.22,,,0.0,,,0.0,,,0.0,90.0,2.0,4.233333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,4.453333333333334,39248,7084.77.08.081
7084.77.15.096,Оправа,1.0,82.0,82.0,C3,без покрытия,ВТ1-0,LOCMAT06013,J BT 1-0 D065,4.5,40.0,65.0,,14.0,,1.0,1.3202,0.0,19.7037374625,788.1494984999999,,0.0,,,ТЦО,0.6,0.00949065,,0.0,5.0,1.0,1.45,240.0,60.0,86.0,,,0.0,,,0.0,180.0,12.0,19.4,,,0.0,,,0.0,5.0,5.0,6.916666666666667,,,0.0,,,0.0,113.7666666666667,39248,7084.77.15.096
7084.77.15.413,Стойка,3.0,164.0,164.0,C3,,Сталь со специальной отделкой поверхности 6-б-3-А75,LOCMAT03076,"J U8A D006(калиброванный 6/-0,05)",7.8,3.0,6.0,,13.0,,1.0,2.4518,0.0,0.5404453703999998,1.6213361112,,0.0,хим.окс,0.2,,0.0,0.00030144,,0.0,5.0,0.05,0.22,,,0.0,,,0.0,,,0.0,90.0,2.5,8.333333333333334,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.553333333333333,39248,7084.77.15.413
7084.77.15.432,Стойка,5.0,82.0,82.0,C3,,Сталь со специальной отделкой поверхности 6-б-3-А75,LOCMAT03076,"J U8A D006(калиброванный 6/-0,05)",7.8,3.0,6.0,,10.0,,1.0,0.9429999999999998,0.0,0.2078636039999999,0.6235908119999999,,0.0,хим.окс,0.2,,0.0,0.00024492,,0.0,5.0,0.05,0.1516666666666667,,,0.0,,,0.0,,,0.0,90.0,2.0,4.233333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,4.385,39248,7084.77.15.432
7084.77.16.012,Оправа,3.0,82.0,82.0,C3,,Д16Т,LOCMAT02518,P D16T EP025,2.78,6.0,,25.0,37.0,37.0,1.0,0.0,0.1290967,8.97222065,53.8333239,,0.0,,0.0,,0.0,0.006438,Ан.окс.чёрн.,0.38628,5.0,1.0,1.45,,,0.0,180.0,20.0,30.33333333333333,,,0.0,,,0.0,,,0.0,,,0.0,10.0,8.0,11.1,,,0.0,,,0.0,42.88333333333333,39248,7084.77.16.012
7084.77.16.201,Оправа,4.0,82.0,82.0,C3,,Д16Т,LOCMAT02576,P D16T EP016,2.78,6.0,,16.0,35.0,20.0,1.0,0.0,0.06601,2.9361248,17.6167488,,0.0,Обработка стеклянными шариками. ,0.5,,0.0,0.00316,Ан.окс.чёрн.,0.1896,5.0,1.0,1.45,240.0,25.0,38.16666666666666,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,2.0,2.9,,,0.0,,,0.0,42.51666666666666,39248,7084.77.16.201
7121.07.00.105,Штифт,4.0,574.0,574.0,С1,,95Х18,,,7.75,5.0,10.0,,20.0,,1.0,13.202,0.0,8.03176675,40.15883375,,0.0,,0.0,,0.0,0.000785,,0.0,5.0,0.1,1.04,,,0.0,,,0.0,,,0.0,180.0,8.0,79.53333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,80.57333333333332,39248,7121.07.00.105
7197.77.00.621,Пластина,1.0,65.0,65.0,С1,,Д16,,,2.78,5.0,40.0,,14.0,,1.0,1.0465,0.0,3.65404312,18.2702156,,0.0,,0.0,,0.0,0.0042704,Ан.Окс.нхр.,0.256224,5.0,0.25,0.3541666666666667,,,0.0,90.0,7.0,9.083333333333334,,,0.0,90.0,5.0,6.916666666666667,,,0.0,,,0.0,5.0,4.0,4.416666666666667,,,0.0,,,0.0,20.77083333333334,39248,7197.77.00.621
7197.77.00.652,Кронштейн,1.0,65.0,65.0,С1,,Д16,,,2.78,5.0,30.0,,26.0,,1.0,1.9435,0.0,3.817170045,19.085850225,,0.0,,0.0,,0.0,0.0038622,Ан.Окс.чёрный,0.231732,5.0,0.25,0.3541666666666667,,,0.0,90.0,8.0,10.16666666666667,,,0.0,75.0,5.0,6.666666666666667,,,0.0,,,0.0,5.0,6.0,6.583333333333333,,,0.0,,,0.0,23.77083333333334,39248,7197.77.00.652
7197.77.15.022,Прокладка,1.0,65.0,65.0,С1,,95Х18,,,7.75,5.0,45.0,,9.0,,1.0,0.67275,0.0,8.2880066953125,41.4400334765625,,0.0,,0.0,28..32,0.1275077953125,0.00445095,Хим.пас.,0.26705700000000004,5.0,1.0,1.166666666666667,,,0.0,90.0,6.0,8.0,,,0.0,90.0,4.0,5.833333333333333,,,0.0,,,0.0,5.0,1.0,1.166666666666667,,,0.0,,,0.0,16.16666666666667,39248,7197.77.15.022
МБЦР.103.013.010,Оправа,0,1.0,1.0,С1,изготовление из сплава AW 5083,5083.0,,,2.7,6.0,45.0,,42.0,,1.0,0.0482999999999999,0.0,0.2073029962499999,1.2438179775,,0.0,обработка стеклянными шариками,0.75,,0,0.00911385,Ан.Окс.,0.68353875,5.0,0.5,0.0916666666666666,,,0.0,60.0,4.0,1.066666666666667,,,0.0,150.0,8.0,2.633333333333333,,,0.0,,,0.0,5.0,0.75,0.0958333333333333,,,0.0,,,0.0,3.8875,39255,.103.013.010
МБЦР.107.000.160,Основание корпуса,0,1.0,1.0,С1,изготовление из сплава AW 5083,5083.0,,,2.7,6.0,,45.0,140.0,110.0,1.0,0.0,0.01771,2.151765,12.91059,,,обработка стеклянными шариками,2.0,,0,0.0533,Ан.Окс.,3.9975,5.0,10.0,0.25,900.0,150.0,17.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,20.0,0.5,,,0.0,,,0.0,18.25,39255,.107.000.160
МБЦР.107.000.190,Крышка передняя,0,1.0,1.0,С1,изготовление из сплава AW 5083,5083.0,,,2.7,6.0,,20.0,132.0,105.0,1.0,0.0,0.015939,0.860706,5.164236,,0.0,обработка стеклянными шариками,1.5,,0,0.0372,Ан.Окс.,2.7899999999999996,5.0,4.0,0.15,,,0.0,240.0,80.0,5.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,5.0,0.1666666666666666,,,0.0,,,0.0,5.65,39255,.107.000.190
ГРИВ.715252.021 ,Корпус,1,3000.0,3000.0,С1,Без выполнения покрытия Н6. б ,"Труба ЛС59-1  ( 18х1,5 ) ",,,8.4,10.0,18.0,,65.0,,1.0,220.35,0.0,143.2275,1432.275,,0.0,,0,,0,0.00418248,,0,15.0,0.15,7.75,,,0.0,,,0.0,,,0.0,180.0,2.4,123.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,130.75,39256,.715252.021
7685.01.00.103,Гайка,1,10.0,10.0,С1,,95Х18,,,7.75,6.0,22.0,,30.0,,1.0,0.375,0.0,1.104200625,6.625203750000001,,0.0,,,30..34,0.1104200625,0.00283228,Хим.пас.,0.212421,5.0,0.25,0.125,,,0.0,20.0,2.0,0.6666666666666666,,,0.0,120.0,8.0,3.333333333333333,,,0.0,,,0.0,5.0,0.35,0.1416666666666666,,,0.0,,,0.0,4.266666666666667,39257,7685.01.00.103
D101529,Крышка подшипника  D-END,BC,16.0,16.0,С1,ПЕСА.711645.002,09 Г2С,,,7.85,1.5,,25.0,185.0,185.0,1.0,0.0,0.62974,123.586475,185.3797125,,0.0,"резка (ф185,ф70)",5.124,,0,0.08695,,0,,,0.0,240.0,20.0,260.0,,,0.0,,,0.0,360.0,60.0,420.0,,,0.0,,,0.0,5.0,6.0,11.0,,,0.0,,,0.0,33.01666666666667,39260,101529
D102179,Крышка подшипника    D-END внешняя,AB,16.0,16.0,С1,ПЕСА.711645.003,Ст3,,,7.85,1.2,,20.0,215.0,215.0,1.0,0.0,0.8505399999999999,133.53478,160.2417359999999,,0.0,"резка (ф215, Ф90)",3.5,,0,0.10965,,0,,,0.0,240.0,24.0,264.0,,,0.0,,,0.0,650.0,70.0,720.0,,,0.0,,,0.0,5.0,5.0,10.0,,,0.0,,,0.0,41.31666666666667,39260,102179
D101530,Крышка подшипника  BS,BC,16.0,16.0,С1,ПЕСА.711362.001,09 Г2С,,,7.85,1.5,,16.0,145.0,145.0,1.0,0.0,0.3868599999999999,48.58961599999999,72.88442399999998,,,"резка (ф145, Ф35)",1.54,,0,0.05133,,0,,,0.0,180.0,14.0,6.733333333333333,,,0.0,,,0.0,240.0,25.0,10.66666666666667,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,18.01666666666667,39260,101530
1590.10.02.132,Оправа,3,80.0,80.0,С1,,Д16Т,,,2.78,6.0,12.0,,10.0,,1.0,0.92,0.0,0.2891111039999999,1.734666623999999,,0.0,,0.0,,0.0,0.00060288,Ан.Окс.чёрный,0.045216,5.0,0.15,0.2833333333333333,120.0,5.0,8.666666666666666,,,0.0,,,0.0,180.0,3.5,7.666666666666667,,,0.0,,,0.0,5.0,0.5,0.75,,,0.0,,,0.0,17.36666666666667,39262,1590.10.02.132
1590.10.04.122,Втулка,5,80.0,80.0,С1,без покрытия,ЛС59-1,,,8.5,9.0,8.0,,12.0,,1.0,1.104,0.0,0.47145216,4.24306944,,0.0,,0.0,,0.0,0.00040192,,0.0,5.0,0.1,0.2166666666666666,,,0.0,,,0.0,,,0.0,45.0,2.0,3.416666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,3.633333333333333,39262,1590.10.04.122
1590.15.05.152,Кольцо резьбовое,3,40.0,40.0,С1,,Д16Т,,,2.78,7.0,8.0,,10.0,,1.0,0.4599999999999999,0.0,0.0642469119999999,0.4497283839999999,,0.0,,0.0,,0.0,0.00035168,Ан.Окс.чёрный,0.026376,5.0,0.1,0.15,,,0.0,20.0,1.5,1.333333333333333,,,0.0,75.0,2.0,2.583333333333333,,,0.0,,,0.0,5.0,0.35,0.3166666666666666,,,0.0,,,0.0,4.383333333333334,39262,1590.15.05.152
