item,number_cmd,PRODUIT,N°PIECE,IND PROD,REF_BAAN,full_cod1,обозначение,номер_заказа
493977,38248,D102,160,AP,D102160,102160,D102160,38248
493979,38248,D102,166,AG,D102166,102166,D102166,38248
493980,38248,D102,155,AD,D102155,102155,D102155,38248
493981,38248,D102,173,AC,D102173,102173,D102173,38248
493981,38248,D102,173,AC,D102173,102173,D102173,38248
493973,38249,D101,529,BC,D101529,101529,D101529,38249
493974,38249,D101,530,BC,D101530,101530,D101530,38249
493987,38250,D102,179,AF,D102179,102179,D102179,38250
493988,38250,A5E00279,717,00,A5E00279717,500279717,A5E00279717,38250
493993,38253,D101,530,BC,D101530,101530,D101530,38253
493994,38253,D170,60,AD,D170060,170060,D170060,38253
495272,38257,9889.01.06,284,01,9889.01.06.284,9889.01.06.284,9889.01.06.284,38257
495273,38257,9889.01.06-01,285,00,9889.01.06.285-01,9889.01.06.285-01,9889.01.06.285-01,38257
495274,38257,9889.01.06,291,02,9889.01.06.291,9889.01.06.291,9889.01.06.291,38257
0,0,0,0,0,0,9889.01.06.286,9889.01.06.286,38257
0,0,0,0,0,0,9889.01.06.289,9889.01.06.289,38257
494193,38258,GRIV.715252-01,24,02,GRIV.715252.024-01,.715252.024-01,ГРИВ.715252.024-01,38258
0,0,0,0,0,0,.725315.013-01,ГРИВ.725315.013-01,38258
494064,38260,PA10.370,2,00,PA10.370.002 ,10.370.002,PA10.370.002 ,38260
494065,38260,PA10.370,3,00,PA10.370.003 ,10.370.003,PA10.370.003 ,38260
494066,38260,PA10.370,4,00,PA10.370.004 ,10.370.004,PA10.370.004 ,38260
494067,38260,PA10.370,5,00,PA10.370.005,10.370.005,PA10.370.005,38260
494068,38260,PA10.370-01 ,5,00,PA10.370.005-01 ,10.370.005-01,PA10.370.005-01 ,38260
494069,38260,PA10.370,6,00,PA10.370.006 ,10.370.006,PA10.370.006 ,38260
494070,38260,PA10.370,7,00,PA10.370.007 ,10.370.007,PA10.370.007 ,38260
494071,38260,PA10.370-01 ,7,00,PA10.370.007-01 ,10.370.007-01,PA10.370.007-01 ,38260
494072,38260,PA10.370,9,00,PA10.370.009 ,10.370.009,PA10.370.009 ,38260
494073,38260,PA10.370,10,00,PA10.370.010 ,10.370.010,PA10.370.010 ,38260
494074,38260,PA10.370,101,00,PA10.370.101 ,10.370.101,PA10.370.101 ,38260
494075,38260,PA10.370,102,00,PA10.370.102 ,10.370.102,PA10.370.102 ,38260
494076,38260,PA10.370,111,00,PA10.370.111 ,10.370.111,PA10.370.111 ,38260
494077,38260,PA10.370,121,00,PA10.370.121 ,10.370.121,PA10.370.121 ,38260
494078,38260,PA10.370,402,00,PA10.370.402,10.370.402,PA10.370.402,38260
494079,38260,PA10.370,403,00,PA10.370.403 ,10.370.403,PA10.370.403 ,38260
494080,38260,PA10.370,601,00,PA10.370.601 ,10.370.601,PA10.370.601 ,38260
494081,38260,PA19.261,1,00,PA19.261.001 ,19.261.001,PA19.261.001 ,38260
494082,38260,PA19.261,4,00,PA19.261.004 ,19.261.004,PA19.261.004 ,38260
494083,38260,PA19.261,5,00,PA19.261.005 ,19.261.005,PA19.261.005 ,38260
494084,38260,PA19.261-01 ,5,00,PA19.261.005-01 ,19.261.005-01,PA19.261.005-01 ,38260
494085,38260,PA19.261,6,00,PA19.261.006 ,19.261.006,PA19.261.006 ,38260
494086,38260,PA19.261,10,00,PA19.261.010,19.261.010,PA19.261.010,38260
494087,38260,PA19.261-01 ,10,00,PA19.261.010-01 ,19.261.010-01,PA19.261.010-01 ,38260
494088,38260,PA19.261,12,00,PA19.261.012 ,19.261.012,PA19.261.012 ,38260
494089,38260,PA10.110-01 ,9,00,PA10.110.009-01 ,10.110.009-01,РА10.110.009-01 ,38260
494090,38260,PA10.110-01 ,25,00,PA10.110.025-01 ,10.110.025-01,РА10.110.025-01 ,38260
495312,38266,2602,11,01,2602.011,2602.011,2602.011,38266
495313,38266,2602,15,01,2602.015,2602.015,2602.015,38266
0,0,0,0,0,0,2602.025,2602.025,38266
0,0,0,0,0,0,2602.029,2602.029,38266
0,0,0,0,0,0,2602.033,2602.033,38266
0,0,0,0,0,0,2602.046,2602.046,38266
0,0,0,0,0,0,2602.524,2602.524,38266
494060,38269,7617.09.00,131,01,7617.09.00.131,7617.09.00.131,7617.09.00.131,38269
494091,38270,D101,529,BC,D101529,101529,D101529,38270
494092,38270,A5E00279,717,00,A5E00279717,500279717,A5E00279717,38270
494062,38271,D102,179,AF,D102179,102179,D102179,38271
494063,38271,D102,155,AD,D102155,102155,D102155,38271
494140,38281,D102,179,AF,D102179,102179,D102179,38281
494142,38282,D102,167,AK,D102167,102167,D102167,38282
495471,38285,37885,4,00,37885_004,37885_004,37885_004,38285
495472,38285,37885,5,00,37885_005,37885_005,37885_005,38285
495473,38285,37885,6,00,37885_006,37885_006,37885_006,38285
495474,38285,37885,8,00,37885_008,37885_008,37885_008,38285
495475,38285,37885,9,00,37885_009,37885_009,37885_009,38285
495476,38285,37885,11,00,37885_011,37885_011,37885_011,38285
495477,38285,37885,13,00,37885_013,37885_013,37885_013,38285
494153,38286,RGIV.97.01.02.0,51,01,RGIV.97.01.02.0.51,.97.01.02.0.51,РГИВ.97.01.02.0.51,38286
494154,38286,RGIV.97.01.02.0-02,51,01,RGIV.97.01.02.0.51-02,.97.01.02.0.51-02,РГИВ.97.01.02.0.51-02,38286
494155,38286,RGIV.97.01.02.0-03,8,00,RGIV.97.01.02.0.08-03,.97.01.02.0.08-03,РГИВ.97.01.02.0.08-03,38286
494156,38286,RGIV.97.01.02.0-04,8,00,RGIV.97.01.02.0.08-04,.97.01.02.0.08-04,РГИВ.97.01.02.0.08-04,38286
494157,38286,RGIV.95.07.00.0,1,00,RGIV.95.07.00.0.01,.95.07.00.0.01,РГИВ.95.07.00.0.01,38286
494158,38286,RGIV.95.07.00.0,2,00,RGIV.95.07.00.0.02,.95.07.00.0.02,РГИВ.95.07.00.0.02,38286
494159,38286,RGIV.97.01.00.0-01,63,00,RGIV.97.01.00.0.63-01,.97.01.00.0.63-01,РГИВ.97.01.00.0.63-01,38286
494160,38286,RGIV.97.01.00.0,75,00,RGIV.97.01.00.0.75,.97.01.00.0.75,РГИВ.97.01.00.0.75,38286
494152,38287,38287,1,00,38287_1,38287_1,38287_1,38287
0,0,0,0,0,0," 1,5/16''-12 2 /","М 1,5/16''-12UN 2B Пр/Не ",38289
0,0,0,0,0,0, 7/8''14  2 /,M 7/8''14 UNF 2B Пр/Не,38289
0,0,0,0,0,0,8054-018  14748-69,8054-018 ГОСТ 14748-69,38289
494206,38294,SPAN.754211,1,08,SPAN.754211.001,.754211.001,СПАН.754211.001,38294
494438,38295,690-0285,935,A.3,690-0285935,690-0285935,690-0285935,38295
494439,38295,690-0286,82,A.4,690-0286082,690-0286082,690-0286082,38295
494440,38295,690-0286,91,A.14,690-0286091,690-0286091,690-0286091,38295
494441,38295,690-0286,93,A.6,690-0286093,690-0286093,690-0286093,38295
494442,38295,690-0286,94,A.4,690-0286094,690-0286094,690-0286094,38295
494443,38295,690-0286,111,A.2,690-0286111,690-0286111,690-0286111,38295
494444,38295,690-0286,323,A.10,690-0286323,690-0286323,690-0286323,38295
494445,38295,690-0286,468,A.2,690-0286468,690-0286468,690-0286468,38295
494446,38295,690-0286,874,A.3,690-0286874,690-0286874,690-0286874,38295
494447,38295,690-0287,74,A.3,690-0287074,690-0287074,690-0287074,38295
494448,38295,690-0287,222,A.4,690-0287222,690-0287222,690-0287222,38295
494449,38295,690-0288,95,A.3,690-0288095,690-0288095,690-0288095,38295
494450,38295,690-0288,149,A.2,690-0288149,690-0288149,690-0288149,38295
494451,38295,690-0288,580,A.3,690-0288580,690-0288580,690-0288580,38295
494452,38295,690-0288,582,A.6,690-0288582,690-0288582,690-0288582,38295
494453,38295,690-0289,436,A.2,690-0289436,690-0289436,690-0289436,38295
494454,38295,690-0291,18,A.4,690-0291018,690-0291018,690-0291018,38295
494455,38295,690-0291,360,A.4,690-0291360,690-0291360,690-0291360,38295
494456,38295,690-0291,373,A.8,690-0291373,690-0291373,690-0291373,38295
494457,38295,690-0291,377,A.3,690-0291377,690-0291377,690-0291377,38295
494458,38295,690-0291,386,A.6,690-0291386,690-0291386,690-0291386,38295
494459,38295,690-0291,440,A.6,690-0291440,690-0291440,690-0291440,38295
494460,38295,690-0291,770,A.7,690-0291770,690-0291770,690-0291770,38295
494461,38295,690-0291,897,A.4,690-0291897,690-0291897,690-0291897,38295
494462,38295,690-0291,898,A.6,690-0291898,690-0291898,690-0291898,38295
494259,38296,ADN125.06.31,1,01,ADN125.06.31.001,125.06.31.001,АДН125.06.31.001,38296
494260,38296,ADN125.06.31,3,00,ADN125.06.31.003,125.06.31.003,АДН125.06.31.003,38296
494261,38296,ADN125.06.31,5,00,ADN125.06.31.005,125.06.31.005,АДН125.06.31.005,38296
494262,38296,ADN125.06.31,14,00,ADN125.06.31.014,125.06.31.014,АДН125.06.31.014,38296
494263,38296,ADN125.06.31,22,00,ADN125.06.31.022,125.06.31.022,АДН125.06.31.022,38296
494264,38296,ADN125.06.32,1,00,ADN125.06.32.001,125.06.32.001,АДН125.06.32.001,38296
494265,38296,ADN125.06.32,2,00,ADN125.06.32.002,125.06.32.002,АДН125.06.32.002,38296
494266,38296,ADN125.06.21,202,00,ADN125.06.21.202,125.06.21.202,АДН125.06.21.202,38296
494267,38296,ADN125.06.31,20,00,ADN125.06.31.020,125.06.31.020,АДН125.06.31.020,38296
494268,38296,ADN125.06.31,35,00,ADN125.06.31.035,125.06.31.035,АДН125.06.31.035,38296
494269,38296,ADN125.06.31,36,00,ADN125.06.31.036,125.06.31.036,АДН125.06.31.036,38296
494270,38296,ADN125.06.31,46,00,ADN125.06.31.046,125.06.31.046,АДН125.06.31.046,38296
494271,38296,ADN125.06.32,4,00,ADN125.06.32.004,125.06.32.004,АДН125.06.32.004,38296
494272,38296,ADN125.06.34,201,00,ADN125.06.34.201,125.06.34.201,АДН125.06.34.201,38296
494552,38298,"М41х1,0 6Н Пр/Не",0,00,"М41х1,0 6Н Пр/Не","411,0 6 /","М41х1,0 6Н Пр/Не",38298
0,0,0,0,0,0,8054-018  14748-69,8054-018 ГОСТ 14748-69,38298
494338,38299,SFID 765.10,7,00,SFID 765.10.007, 765.10.007,СФИД 765.10.007,38299
0,0,0,0,0,0,.765.70.010,СФИД.765.70.010,38299
0,0,0,0,0,0, 765.80.101,СФИД 765.80.101,38299
0,0,0,0,0,0, 901.14.002,СФИД 901.14.002,38299
0,0,0,0,0,0, 915.20.001,СФИД 915.20.001,38299
494339,38299,SFID 961.16,7,00,SFID 961.16.007, 961.16.007,СФИД 961.16.007,38299
0,0,0,0,0,0, 961.16.011,СФИД 961.16.011,38299
0,0,0,0,0,0, 974.16.025,СФИД 974.16.025,38299
0,0,0,0,0,0, 974.16.501,СФИД 974.16.501,38299
0,0,0,0,0,0, 975.11.002,СФИД 975.11.002,38299
0,0,0,0,0,0, 975.16.202,СФИД 975.16.202,38299
0,0,0,0,0,0, 976.18.001,СФИД 976.18.001,38299
0,0,0,0,0,0, 977.18.002,СФИД 977.18.002,38299
0,0,0,0,0,0, 978.11.002,СФИД 978.11.002,38299
494228,38301,D102,160,AP,D102160,102160,D102160,38301
494229,38301,D102,166,AG,D102166,102166,D102166,38301
494230,38301,D102,155,AD,D102155,102155,D102155,38301
494231,38301,D102,173,AC,D102173,102173,D102173,38301
494232,38302,D102,167,AK,D102167,102167,D102167,38302
494233,38302,D102,172,AC,D102172,102172,D102172,38302
494234,38302,D102,173,AC,D102173,102173,D102173,38302
494235,38303,D102,160,AP,D102160,102160,D102160,38303
0,0,0,0,0,0, 951.78.002,СФИД 951.78.002,38304
494359,38304,SFID 951.78,16,01,SFID 951.78.016, 951.78.016,СФИД 951.78.016,38304
494360,38304,SFID 951.78,5,01,SFID 951.78.005, 951.78.005,СФИД 951.78.005,38304
494361,38304,SFID 951.77,12,00,SFID 951.77.012, 951.77.012,СФИД 951.77.012,38304
0,0,0,0,0,0, 926.51.204,СФИД 926.51.204,38304
0,0,0,0,0,0, 951.78.003,СФИД 951.78.003,38304
0,0,0,0,0,0, 951.78.003-01,СФИД 951.78.003-01,38304
0,0,0,0,0,0, 951.78.004,СФИД 951.78.004,38304
0,0,0,0,0,0, 951.78.004-01,СФИД 951.78.004-01,38304
0,0,0,0,0,0, 951.77.007,СФИД 951.77.007,38304
0,0,0,0,0,0, 951.78.103,СФИД 951.78.103,38304
0,0,0,0,0,0, 951.78.008,СФИД 951.78.008,38304
494246,38309,SFID 74.03,101,00,SFID 74.03.101, 74.03.101,СФИД 74.03.101,38309
494247,38309,SFID 74.03,102,00,SFID 74.03.102, 74.03.102,СФИД 74.03.102,38309
494248,38309,SFID 74.04,1,00,SFID 74.04.001, 74.04.001,СФИД 74.04.001,38309
494249,38309,SFID 74.04-01,1,00,SFID 74.04.001-01, 74.04.001-01,СФИД 74.04.001-01,38309
494278,38315,IMST 81.00,1,00,IMST 81.00.001, 81.00.001,ИМСТ 81.00.001,38315
494463,38316,003-0129,614,A.2,003-0129614,003-0129614,003-0129614,38316
494464,38316,110-0095,463,B.2,110-0095463,110-0095463,110-0095463,38316
494465,38316,PT-007-MP,218,B.5,PT-007218-MP,-007218-,РТ-007218-МР,38316
494466,38316,PT-007-MP,219,B.5,PT-007219-MP,-007219-,РТ-007219-МР,38316
494467,38316,PT-007-MP,221,B.5,PT-007221-MP,-007221-,РТ-007221-МР,38316
494468,38316,PT-017-MP,61,B.2,PT-017061-MP,-017061-,РТ-017061-МР,38316
494469,38316,PT-017-MP,62,B.3,PT-017062-MP,-017062-,РТ-017062-МР,38316
494470,38316,PT-017-MP,63,A.1,PT-017063-MP,-017063-,РТ-017063-МР,38316
494471,38316,PT-072-MP,250,A.5,PT-072250-MP,-072250-,РТ-072250-МР,38316
494273,38319,RGIV.97.01.00.0-01,63,00,RGIV.97.01.00.0.63-01,.97.01.00.0.63-01,РГИВ.97.01.00.0.63-01,38319
494274,38319,RGIV.95.00.00.0-01,27,00,RGIV.95.00.00.0.27-01,.95.00.00.0.27-01,РГИВ.95.00.00.0.27-01,38319
494275,38319,RGIV.97.01.02.0-02,64,00,RGIV.97.01.02.0.64-02,.97.01.02.0.64-02,РГИВ.97.01.02.0.64-02,38319
494276,38319,RGIV.97.01.00.0,61,00,RGIV.97.01.00.0.61,.97.01.00.0.61,РГИВ.97.01.00.0.61,38319
494277,38319,RGIV.97.10.00.0,2,00,RGIV.97.10.00.0.02,.97.10.00.0.02,РГИВ.97.10.00.0.02,38319
494472,38322,003-0130,88,A.2,003-0130088,003-0130088,003-0130088,38322
494473,38322,003-0130,333,A.3,003-0130333,003-0130333,003-0130333,38322
494474,38322,003-0133,442,A.3,003-0133442,003-0133442,003-0133442,38322
494475,38322,006-0200,484,A.1,006-0200484,006-0200484,006-0200484,38322
494476,38322,006-0200,499,A.1,006-0200499,006-0200499,006-0200499,38322
494477,38322,170-0286,381,A.6,170-0286381,170-0286381,170-0286381,38322
494478,38322,170-0286,441,A.3,170-0286441,170-0286441,170-0286441,38322
494479,38322,170-0287,140,A.4,170-0287140,170-0287140,170-0287140,38322
494480,38322,170-0289,112,A.7,170-0289112,170-0289112,170-0289112,38322
494481,38322,170-0289,929,A.6,170-0289929,170-0289929,170-0289929,38322
494482,38322,170-0289,944,A.4,170-0289944,170-0289944,170-0289944,38322
494483,38322,170-0291,98,A.4,170-0291098,170-0291098,170-0291098,38322
494484,38322,170-0291,694,A.2,170-0291694,170-0291694,170-0291694,38322
494485,38322,170-0291,731,A.2,170-0291731,170-0291731,170-0291731,38322
494486,38322,170-0291,916,A.2,170-0291916,170-0291916,170-0291916,38322
494487,38322,170-0292,565,A.3,170-0292565,170-0292565,170-0292565,38322
494488,38322,170-0292,578,A.2,170-0292578,170-0292578,170-0292578,38322
494489,38322,OLD-0074,914,A.2,OLD-0074914,-0074914,OLD-0074914,38322
494512,38322,121-0232,145,A.3,121-0232145,121-0232145,121-0232145,38322
494513,38322,121-0232,146,A.4,121-0232146,121-0232146,121-0232146,38322
494514,38322,170-0287,332,A.3,170-0287332,170-0287332,170-0287332,38322
494515,38322,170-0287,365,A.5,170-0287365,170-0287365,170-0287365,38322
494516,38322,170-0287,396,A.3,170-0287396,170-0287396,170-0287396,38322
494517,38322,170-0287,412,A.4,170-0287412,170-0287412,170-0287412,38322
494518,38322,170-0287,419,A.6,170-0287419,170-0287419,170-0287419,38322
494519,38322,170-0287,420,A.5,170-0287420,170-0287420,170-0287420,38322
494520,38322,170-0287,421,A.5,170-0287421,170-0287421,170-0287421,38322
494521,38322,170-0287,425,A.4,170-0287425,170-0287425,170-0287425,38322
494522,38322,170-0287,426,A.4,170-0287426,170-0287426,170-0287426,38322
494523,38322,170-0287,427,A.5,170-0287427,170-0287427,170-0287427,38322
494524,38322,170-0287,428,A.6,170-0287428,170-0287428,170-0287428,38322
494525,38322,170-0292,215,A.2,170-0292215,170-0292215,170-0292215,38322
494526,38322,170-0292,217,A.1,170-0292217,170-0292217,170-0292217,38322
494527,38322,620-0025,984,A.3,620-0025984,620-0025984,620-0025984,38322
494528,38322,620-0170,27,B.2,620-0170027,620-0170027,620-0170027,38322
494529,38322,620-0170,28,A.2,620-0170028,620-0170028,620-0170028,38322
494530,38322,APCM.713215-MP,1,B.6,APCM.713215.001-MP,.713215.001-,APCM.713215.001-MP,38322
494531,38322,PT-001-MP,276,B.3,PT-001276-MP,-001276-,PT-001276-MP,38322
494532,38322,PT-001-MP,330,B.3,PT-001330-MP,-001330-,PT-001330-MP,38322
494533,38322,PT-005-MP,536,B.4,PT-005536-MP,-005536-,PT-005536-MP,38322
494545,38324,SPAN.741464 ,5,04,SPAN.741464.005 ,.741464.005,СПАН.741464.005 ,38324
494362,38325,SFID 920.53,3,00,SFID 920.53.003 , 920.53.003,СФИД 920.53.003 ,38325
494363,38325,SFID 920.53-01 ,3,00,SFID 920.53.003-01 , 920.53.003-01,СФИД 920.53.003-01 ,38325
494364,38325,SFID 990.50,8,00,SFID 990.50.008 , 990.50.008,СФИД 990.50.008 ,38325
494365,38325,SFID 990.50-01,8,00,SFID 990.50.008-01, 990.50.008-01,СФИД 990.50.008-01,38325
494534,38327,KRAU8.220,132,01,KRAU8.220.132,8.220.132,КРАУ8.220.132,38327
494535,38327,KRAU8.074,149,01,KRAU8.074.149,8.074.149,КРАУ8.074.149,38327
0,0,0,0,0,0,8.236.031,ВМПЛ8.236.031,38327
0,0,0,0,0,0,8.054.007,ВМПЛ8.054.007,38327
0,0,0,0,0,0,8.652.088,КРАУ8.652.088,38327
494536,38327,KRAU8.223,29,03,KRAU8.223.029,8.223.029,КРАУ8.223.029,38327
494537,38327,VMPL8.920,1,01,VMPL8.920.001,8.920.001,ВМПЛ8.920.001,38327
494835,38330,02.3.67.03,1,00,02.3.67.03.001,02.3.67.03.001,02.3.67.03.001,38330
494498,38335,D102,173,AC,D102173,102173,D102173,38335
494499,38335,D102,172,AC,D102172,102172,D102172,38335
494500,38335,D102,166,AG,D102166,102166,D102166,38335
494494,38336,D102,160,AP,D102160,102160,D102160,38336
494495,38336,D102,155,AD,D102155,102155,D102155,38336
494492,38337,D170,60,AD,D170060,170060,D170060,38337
494490,38338,D102,166,AG,D102166,102166,D102166,38338
494544,38348,SFID 961.51,1,00,SFID 961.51.001, 961.51.001,СФИД 961.51.001,38348
494581,38355,BLSD.010103,101,01,BLSD.010103.101 ,.010103.101,BLSD.010103.101 ,38355
494582,38355,BLSD.010103,401,01,BLSD.010103.401 ,.010103.401,BLSD.010103.401 ,38355
494583,38355,BLSD.010103,129,01,BLSD.010103.129,.010103.129,BLSD.010103.129,38355
494584,38355,BLSD.010103,135,01,BLSD.010103.135 ,.010103.135,BLSD.010103.135 ,38355
494585,38355,BLSD.010103-01 ,135,01,BLSD.010103.135-01 ,.010103.135-01,BLSD.010103.135-01 ,38355
494586,38355,BLSD.010103-02 ,135,01,BLSD.010103.135-02 ,.010103.135-02,BLSD.010103.135-02 ,38355
494587,38355,BLSD.010103 ,229,01,BLSD.010103.229 ,.010103.229,BLSD.010103.229 ,38355
494588,38355,BLSD.010103,235,01,BLSD.010103.235 ,.010103.235,BLSD.010103.235 ,38355
494589,38355,BLSD.010103-02 ,235,01,BLSD.010103.235-02 ,.010103.235-02,BLSD.010103.235-02 ,38355
494590,38355,BLSD.010103-01 ,235,01,BLSD.010103.235-01 ,.010103.235-01,BLSD.010103.235-01 ,38355
494591,38355,BLSD.010103 ,119,01,BLSD.010103.119 ,.010103.119,BLSD.010103.119 ,38355
494592,38355,BLSD.010103 ,219,01,BLSD.010103.219 ,.010103.219,BLSD.010103.219 ,38355
494593,38355,BLSD.010103,419,01,BLSD.010103.419 ,.010103.419,BLSD.010103.419 ,38355
494594,38355,BLSD.010703,17,01,BLSD.010703.017 ,.010703.017,BLSD.010703.017 ,38355
494595,38355,BLSD.010703 ,18,01,BLSD.010703.018 ,.010703.018,BLSD.010703.018 ,38355
494602,38355,BLSD.010703,1,01,BLSD.010703.001 ,.010703.001,BLSD.010703.001 ,38355
494603,38355,BLSD.010703,2,01,BLSD.010703.002 ,.010703.002,BLSD.010703.002 ,38355
494604,38355,BLSD.010703,3,01,BLSD.010703.003 ,.010703.003,BLSD.010703.003 ,38355
494605,38355,BLSD.010703,4,01,BLSD.010703.004,.010703.004,BLSD.010703.004,38355
494606,38355,BLSD.010703,5,01,BLSD.010703.005 ,.010703.005,BLSD.010703.005 ,38355
494607,38355,BLSD.010703,6,01,BLSD.010703.006 ,.010703.006,BLSD.010703.006 ,38355
494608,38355,BLSD.010703,7,01,BLSD.010703.007 ,.010703.007,BLSD.010703.007 ,38355
494609,38355,BLSD.010703,8,01,BLSD.010703.008 ,.010703.008,BLSD.010703.008 ,38355
494610,38355,BLSD.010703,9,01,BLSD.010703.009 ,.010703.009,BLSD.010703.009 ,38355
0,0,0,0,0,0,.010703.024,BLSD.010703.024 ,38355
494612,38355,BLSD.010703,11,01,BLSD.010703.011 ,.010703.011,BLSD.010703.011 ,38355
494613,38355,BLSD.010703-01 ,11,01,BLSD.010703.011-01 ,.010703.011-01,BLSD.010703.011-01 ,38355
494614,38355,BLSD.010703-02 ,11,01,BLSD.010703.011-02 ,.010703.011-02,BLSD.010703.011-02 ,38355
494615,38355,BLSD.010602,101,01,BLSD.010602.101 ,.010602.101,BLSD.010602.101 ,38355
494616,38355,BLSD.010703,14,01,BLSD.010703.014 ,.010703.014,BLSD.010703.014 ,38355
494617,38355,BLSD.010703,15,01,BLSD.010703.015 ,.010703.015,BLSD.010703.015 ,38355
494618,38355,BLSD.010703,19,01,BLSD.010703.019 ,.010703.019,BLSD.010703.019 ,38355
494619,38355,BLSD.010703,22,01,BLSD.010703.022 ,.010703.022,BLSD.010703.022 ,38355
494620,38355,BLSD.010703-01 ,22,01,BLSD.010703.022-01 ,.010703.022-01,BLSD.010703.022-01 ,38355
494621,38355,BLSD.010703,23,01,BLSD.010703.023 ,.010703.023,BLSD.010703.023 ,38355
494622,38355,BLSD.010703-01 ,23,01,BLSD.010703.023-01 ,.010703.023-01,BLSD.010703.023-01 ,38355
494623,38355,BLSD.010703,35,01,BLSD.010703.035 ,.010703.035,BLSD.010703.035 ,38355
494624,38355,BLSD.010303,201,01,BLSD.010303.201 ,.010303.201,BLSD.010303.201 ,38355
494625,38355,BLSD.016001,111,01,BLSD.016001.111 ,.016001.111,BLSD.016001.111 ,38355
494626,38355,BLSD.016001,121,01,BLSD.016001.121 ,.016001.121,BLSD.016001.121 ,38355
494627,38355,BLSD.010703,25,01,BLSD.010703.025 ,.010703.025,BLSD.010703.025 ,38355
494628,38355,BLSD.010703-01 ,24,01,BLSD.010703.024-01 ,.010703.024-01,BLSD.010703.024-01 ,38355
494629,38355,BLSD.010703,26,01,BLSD.010703.026,.010703.026,BLSD.010703.026,38355
494569,38357,070-0296,180,A.1,070-0296180,070-0296180,070-0296180,38357
494570,38357,070-0296,201,A.1,070-0296201,070-0296201,070-0296201,38357
494571,38357,070-0296,198,A.1,070-0296198,070-0296198,070-0296198,38357
494572,38357,070-0296,271,A.1,070-0296271,070-0296271,070-0296271,38357
494599,38360,651.200,789,02,651.200.789,651.200.789,651.200.789,38360
494599,38360,651.200,789,02,651.200.789,651.200.789,651.200.789,38360
494600,38360,651.206,801,02,651.206.801,651.206.801,651.206.801,38360
494600,38360,651.206,801,02,651.206.801,651.206.801,651.206.801,38360
0,0,0,0,0,0,651.206.803,651.206.803,38360
0,0,0,0,0,0,651.206.803,651.206.803,38360
0,0,0,0,0,0,651.206.804,651.206.804,38360
0,0,0,0,0,0,651.206.804,651.206.804,38360
0,0,0,0,0,0,651.206.813,A651.206.813,38360
0,0,0,0,0,0,651.206.813,A651.206.813,38360
0,0,0,0,0,0,651.206.814,A651.206.814,38360
0,0,0,0,0,0,651.206.814,A651.206.814,38360
0,0,0,0,0,0,651.206.815,651.206.815,38360
0,0,0,0,0,0,651.206.815,651.206.815,38360
0,0,0,0,0,0,651.206.816,651.206.816,38360
0,0,0,0,0,0,651.206.816,651.206.816,38360
0,0,0,0,0,0,651.206.821,651.206.821,38360
0,0,0,0,0,0,651.206.821,651.206.821,38360
0,0,0,0,0,0,651.206.835,651.206.835,38360
0,0,0,0,0,0,651.206.835,651.206.835,38360
0,0,0,0,0,0,651.206.840,651.206.840,38360
0,0,0,0,0,0,651.206.840,651.206.840,38360
0,0,0,0,0,0,651.206.898,A651.206.898,38360
0,0,0,0,0,0,651.206.898,A651.206.898,38360
0,0,0,0,0,0,652.200.618,652.200.618,38360
0,0,0,0,0,0,652.200.618,652.200.618,38360
0,0,0,0,0,0,652.200.630,652.200.630,38360
0,0,0,0,0,0,652.200.630,652.200.630,38360
0,0,0,0,0,0,652.200.634,652.200.634,38360
0,0,0,0,0,0,652.200.634,652.200.634,38360
0,0,0,0,0,0,652.200.636,652.200.636,38360
0,0,0,0,0,0,652.200.636,652.200.636,38360
0,0,0,0,0,0,652.201.611,652.201.611,38360
0,0,0,0,0,0,652.201.611,652.201.611,38360
0,0,0,0,0,0,652.201.612,652.201.612,38360
0,0,0,0,0,0,652.201.612,652.201.612,38360
0,0,0,0,0,0,652.201.613,652.201.613,38360
0,0,0,0,0,0,652.201.613,652.201.613,38360
494601,38360,652.201,621,00,652.201.621,652.201.621,652.201.621,38360
494601,38360,652.201,621,00,652.201.621,652.201.621,652.201.621,38360
0,0,0,0,0,0,200.200.317,200.200.317,38360
0,0,0,0,0,0,200.200.317,200.200.317,38360
0,0,0,0,0,0,651.101.856,651.101.856,38360
494578,38362,7155.20.00,201,05,7155.20.00.201,7155.20.00.201,7155.20.00.201,38362
494574,38364,005-0281,257,A.2,005-0281257,005-0281257,005-0281257,38364
494575,38364,005-0161,632,A.3,005-0161632,005-0161632,005-0161632,38364
494576,38364,005-0161,602,B.2,005-0161602,005-0161602,005-0161602,38364
494832,38366,BIDF.685619.005.00,1,00,BIDF.685619.005.00.001,.685619.005.00.001,БИДФ.685619.005.00.001,38366
494833,38366,BIDF.685619.005.00,2,00,BIDF.685619.005.00.002,.685619.005.00.002,БИДФ.685619.005.00.002,38366
494834,38366,BIDF.685619.005.00,3,00,BIDF.685619.005.00.003,.685619.005.00.003,БИДФ.685619.005.00.003,38366
495091,38367,SFID 990.50,8,00,SFID 990.50.008, 990.50.008,СФИД 990.50.008,38367
495091,38367,SFID 990.50,8,00,SFID 990.50.008, 990.50.008,СФИД 990.50.008,38367
495092,38367,SFID 990.50-01,8,00,SFID 990.50.008-01, 990.50.008-01,СФИД 990.50.008-01,38367
494837,38369,ASHCD.724252,1,00,ASHCD.724252.001,.724252.001,АШСД.724252.001,38369
