наименование_материала,диаметр,толщина,длина,ширина
40Х,30.0,0.0,42,0
40Х,30.0,0.0,49,0
40Х,15.0,0.0,32,0
Ст45,25.0,0.0,42,0
Ст45,25.0,0.0,42,0
Д16,0.0,8.0,90,55
Д16,0.0,30.0,210,130
ТМКЩ,0.0,1.0,210,130
Ст45,70.0,0.0,100,0
Ст20,0.0,25.0,75,43
Д16,0.0,3.0,33,73
Ст20,10.0,0.0,10,0
Д16,0.0,16.0,360,360
Д16,0.0,30.0,30,43
Ст45,0.0,5.0,330,330
Ст45,220.0,0.0,16,0
95Х18,20.0,0.0,60,0
ст45,0.0,20.0,350,350
95Х18,32.0,0.0,60,0
95Х18,250.0,0.0,60,0
95Х18,250.0,0.0,60,0
Ст45,280.0,0.0,23,0
Ст45,300.0,0.0,65,0
Ст45,0.0,30.0,400,400
Ст45,280.0,0.0,20,0
Ст10,0.0,1.5,100,180
У8А,0.0,0.4,500,500
Д16,0.0,12.0,360,360
Д16,0.0,20.0,320,320
Ст10,0.0,2.0,400,400
Ст45,0.0,25.0,350,350
Д16,250.0,0.0,34,0
ТМКЩ,0.0,1.5,350,350
Ст45,0.0,30.0,30,76
Ст45,0.0,6.0,12,20
Винт М3х16 DIN912,10.0,0.0,25,0
40Х,35.0,0.0,150,0
Сталь 40Х,35.0,0.0,15,0
ЛС59-1,60.0,0.0,15,0
40Х,35.0,0.0,10,0
Ст45,100.0,0.0,120,0
Ст45,100.0,0.0,120,0
В95,0.0,40.0,8,70
Ст10,0.0,3.0,230,65
Ст10,0.0,2.0,32,82
Д16,0.0,10.0,164,156
Д16,0.0,40.0,190,230
Ст20,0.0,3.0,750,750
Ст45,40.0,0.0,10,0
95Х18,25.0,0.0,100,0
Ст45,0.0,60.0,550,550
Ст45,0.0,15.0,500,500
Ст45,0.0,40.0,590,590
Ст45,320.0,0.0,160,0
Ст20,0.0,5.0,465,465
Ст20,0.0,3.0,465,465
Ст20,0.0,6.0,575,575
Ст45,0.0,40.0,35,76
Ст20,0.0,8.0,575,575
Ст45,0.0,40.0,465,465
Ст45,0.0,20.0,465,465
95Х18,150.0,0.0,12,0
Ст20,0.0,3.0,154,154
Ст20,0.0,3.0,110,110
ТМКЩ,15.0,0.0,20,0
Д16Т,120.0,0.0,92,0
Д16Т,0.0,60.0,300,300
БрАЖНМЦ,18,0.0,220,0
420J2,10,0.0,220,0
10,30,0.0,25,0
INOX 304,120,0.0,65,0
INOX 304,150,0.0,80,0
Д16Т,0,0.5,30,22
Д16Т,50,0.0,53,0
Д16Т,0,20.0,125,45
Д16Т,0,3.0,80,25
Д16,12.0,0,85,0
проволока,0.5,0,250,0
проволока,0.6,0,150,0
45,25.0,0,11,0
45,0.0,5,25,20
Д16,55.0,0,8,0
20,8.0,0,16,0
20,8.0,0,16,0
45,15.0,0,25,0
45,25.0,0,80,0
45,8.0,0,30,0
40Х,6.0,0,17,0
45,30.0,0,62,0
проволока,0.5,0,200,0
20,0.0,12,20,20
45,12.0,0,103,0
45,28.0,0,59,0
40Х,10.0,0,38,0
40Х,10.0,0,12,0
45,38.0,0,17,0
A6061T6,0,20,1194,729
SUS 304,0,6,358,258
A6061T6,0,20,1194,729
SUS 304,0,6,358,258
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,1500,300
17Г1С(09Г2С),0,40,2000,400
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),260,0,50,0
17Г1С(09Г2С),370,0,35,0
17Г1С(09Г2С),260,0,50,0
17Г1С(09Г2С),370,0,35,0
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,1500,1700
17Г1С(09Г2С),0,40,2000,800
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
17Г1С(09Г2С),0,50,260,260
17Г1С(09Г2С),0,40,370,370
Сталь 40Х,50,0,20,0
Сталь 40Х,90,0,100,0
Сталь 20,70,0,65,0
Сталь 40Х,160,0,200,0
Д16Т,50,0,40,0
Сталь 45,40,0,75,0
Сталь 45,0,40,135,92
Сталь 45,0,40,70,35
Сталь 95Х18,16,0,45,0
Сталь 95Х18,70,0,15,0
Сталь 95Х18,0,10,120,87
Сталь 95Х18,0,10,80,75
Д16Т,65,0,30,0
Сталь 95Х18,80,0,20,0
ЛС59-1,15,0,8,0
40Х13,60,0,57,0
Д16Т,0,35,100,52
Д16Т,50,0,45,0
Д16Т,20,0,31,0
POM black,6,0,7.5,0
ЛС59-1,6,0,9.0,0
ЛС59-1,6,0,11.5,0
INOX304,3,0,34.0,0
INOX304,3,0,37.0,0
INOX304,3,0,40.0,0
БрАЖ9-4,16,0,10.0,0
БрАЖ9-4,40,0,90.0,0
Д16Т,0,4,140.0,120
Д16Т,0,10,25.0,150
Д16Т,0,10,25.0,14
Д16Т,18,0,12.0,0
Д16Т,12,0,9.0,0
Д16Т,40,0,42.0,0
Д16Т,35,0,13.0,0
Д16Т,35,0,8.0,0
Д16Т,25,0,7.5,0
Д16Т,0,4,18.0,12
Д16Т,0,14,54.0,34
Д16Т,0,12,80.0,42
POM black,0,10,38.0,38
Д16Т,50,0,10.0,0
В95,50,0,50.0,0
Д16Т,30,0,10.0,0
Д16Т,0,16,36.0,20
Д16Т,0,20,40.0,20
Д16Т,0,16,70.0,35
Д16Т,0,8,30.0,12
POM black,0,4,40.0,36
В95,0,60,135.0,70
В95,70,0,100.0,0
В95,0,12,70.0,60
Д16Т,0,12,38.0,36
Д16Т,55,0,18.0,0
Д16Т,50,0,11.0,0
Д16Т,0,4,28.0,20
Д16Т,0,6,35.0,30
В95,0,40,100.0,62
В95,0,40,70.0,42
Д16Т,28,0,8.0,0
Д16Т,16,0,7.5,0
Д16Т,12,0,7.5,0
Д16Т,18,0,8.0,0
Д16Т,25,0,15.0,0
Д16Т,10,0,15.0,0
POM black,20,0,12.5,0
Д16Т,16,0,8.5,0
Д16Т,0,4,20.0,18
Д16Т,0,4,20.0,20
POM black,0,8,25.0,20
В95,60,0,60.0,0
Д16Т,28,0,50.0,0
Д16Т,0,8,35.0,28
Д16Т,0,12,30.0,25
INOX304,4,0,25.0,0
БрАЖ9-4,16,0,10.0,0
БрАЖ9-4,40,0,90.0,0
Д16Т,0,4,140.0,120
Д16Т,0,10,25.0,150
Д16Т,18,0,12.0,0
Д16Т,12,0,9.0,0
Д16Т,40,0,42.0,0
Д16Т,35,0,8.0,0
Д16Т,0,12,80.0,42
POM black,0,10,38.0,38
В95,50,0,50.0,0
Д16Т,0,16,36.0,20
Д16Т,0,20,40.0,20
Д16Т,0,16,70.0,35
Д16Т,0,8,30.0,12
В95,0,60,135.0,70
В95,0,12,70.0,60
Д16Т,50,0,11.0,0
Д16Т,0,4,28.0,20
Д16Т,0,6,35.0,30
В95,0,40,100.0,62
Д16Т,10,0,15.0,0
POM black,20,0,12.5,0
Д16Т,0,4,20.0,18
Д16Т,0,4,20.0,20
POM black,0,8,25.0,20
Д16Т,0,8,35.0,28
POM black,6,0,7.5,0
ЛС59-1,6,0,9.0,0
ЛС59-1,6,0,11.5,0
INOX304,3,0,34.0,0
INOX304,3,0,37.0,0
INOX304,3,0,40.0,0
БрАЖ9-4,16,0,10.0,0
БрАЖ9-4,40,0,90.0,0
Д16Т,0,4,140.0,120
Д16Т,0,10,25.0,150
Д16Т,0,10,25.0,14
Д16Т,18,0,12.0,0
Д16Т,12,0,9.0,0
Д16Т,40,0,42.0,0
В95,35,0,13.0,0
Д16Т,35,0,8.0,0
Д16Т,25,0,7.5,0
Д16Т,0,4,18.0,12
Д16Т,0,14,54.0,34
Д16Т,0,12,80.0,42
POM black,0,10,38.0,38
Д16Т,50,0,10.0,0
В95,50,0,50.0,0
Д16Т,30,0,10.0,0
Д16Т,0,16,36.0,20
Д16Т,0,20,40.0,20
Д16Т,0,16,70.0,35
Д16Т,0,8,30.0,12
POM black,0,4,40.0,36
В95,0,60,135.0,70
В95,70,0,100.0,0
В95,0,12,70.0,60
Д16Т,0,12,38.0,36
Д16Т,55,0,18.0,0
Д16Т,50,0,11.0,0
Д16Т,0,4,28.0,20
Д16Т,0,6,35.0,30
В95,65,0,95.0,0
В95,50,0,70.0,0
Д16Т,28,0,8.0,0
Д16Т,16,0,7.5,0
Д16Т,12,0,7.5,0
Д16Т,18,0,8.0,0
Д16Т,25,0,15.0,0
Д16Т,10,0,15.0,0
POM black,20,0,12.5,0
Д16Т,16,0,8.5,0
Д16Т,0,4,20.0,18
Д16Т,0,4,20.0,20
POM black,0,8,25.0,20
В95,60,0,60.0,0
Д16Т,28,0,50.0,0
Д16Т,0,8,35.0,28
Д16Т,0,12,30.0,25
INOX304,4,0,25.0,0
Д16,0,45,325,110
Д16,0,25,125,115
Сталь 45,0,20,160,88
Сталь 45,0,20,110,28
Сталь 45,0,20,160,90
Сталь 45,30,0,187,0
Сталь 45,32,0,187,0
Сталь 45,90,0,90,0
65Г,0,40,375,125
Д16,0,40,100,70
65Г,0,40,100,82
Д16,0,30,72,70
Сталь 45,28,0,95,0
Сталь 45,20,0,95,0
13Х11Н2В2МФ-Ш,60,0,92,0
03Х11Н10М2Т,80,0,75,0
13Х11Н2В2МФ-Ш,70,0,32,0
03Х11Н10М2Т,110,0,126,0
13Х11Н2В2МФ-Ш,0,20,220,130
03Х11Н10М2Т,140,0,85,0
03Х11Н10М2Т,220,0,85,0
13Х11Н2В2МФ-Ш,80,0,85,0
03Х11Н10М2Т,75,0,65,0
03Х11Н10М2Т,80,0,75,0
03Х11Н10М2Т,75,0,65,0
03Х11Н10М2Т,120,0,100,0
13Х11Н2В2МФ-Ш,60,0,92,0
03Х11Н10М2Т,100,0,80,0
13Х11Н2В2МФ-Ш,70,0,32,0
03Х11Н10М2Т,120,0,122,0
13Х11Н2В2МФ-Ш,130,0,215,0
03Х11Н10М2Т,130,0,90,0
03Х11Н10М2Т,160,0,90,0
13Х11Н2В2МФ-Ш,70,0,90,0
03Х11Н10М2Т,80,0,65,0
03Х11Н10М2Т,100,0,80,0
03Х11Н10М2Т,80,0,65,0
03Х11Н10М2Т,140,0,95,0
11 SMnPb30,24,0,9,0
INOX304,15,0,40,0
INOX304,15,0,40,0
INOX304,15,0,40,0
Д16,0,3,115,80
Д16,0,3,115,60
Д16,0,6,111,105
Д16,0,8,120,111
Д16,0,6,105,60
Д16,0,3,105,60
ЛС59-1,14,0,40,0
ЛС59-1,14,0,35,0
АМг6,30,0,30,0
Д16 Т,35,0,21,0
12Х18Н10Т,16,0,30,0
12Х18Н10Т,22,0,32,0
12Х18Н10Т,22,0,32,0
12Х18Н10Т,28,0,36,0
12Х18Н10Т,28,0,36,0
INOX304,140,0,115,0
INOX304,105,0,140,0
40Х13,22,0,50,0
INOX304,140,0,115,0
АМг2,75,0,210,0
12Х18Н10Т,80,0,36,0
40Х13,40,0,67,0
40Х13,32,0,25,0
Д16 Т,0,45,108,108
40Х13,22,0,32,0
40Х13,18,0,17,0
12Х18Н10Т,40,0,25,0
40Х13,32,0,35,0
2024-T351,25,0.0,22,0
2024-T351,0,40.0,95,90
2024-T351,0,14.0,345,19
SUS 304,0,0.15,178,28
"Ti-5Al-2,5Sn",0,6.0,268,68
S 10 C,0,3.0,268,68
SUS 304,10,0.0,31,0
SUS 304,10,0.0,10,0
"PUR, Shore A 90",0,11.0,45,45
SUS 304,100,0.0,15,0
40Х,12,0.0,58,0
40Х,20,0.0,132,0
"PUR, Shore A 90",0,11,45,45
Д16Т,0,2,113,100
Д16Т,0,2,113,95
ВТ1-0,130,0.0,58,0
АМг6,180,0.0,92,0
ВТ18У,180,0.0,92,0
ВТ1-0,80,0.0,25,0
ВТ5,180,0.0,37,0
АМг6,0,100.0,245,195
ВТ1-0,0,16.0,155,155
ВТ1-0,130,0.0,98,0
ВТ1-0,80,0.0,68,0
"Лента ДПРНТ 0,8 Л63",0,0.8,110,110
"Лента ДПРНТ 0,1 Л63",0,0.1,110,110
ВТ1-0,110,0.0,10,0
Винт М3х8-10.9-В2С ГОСТ Р ИСО 4762-2012,0,0.0,0,0
Штифт 2х10 ГОСТ 24296-93,0,0.0,0,0
ВТ5-1,130,0.0,58,0
АМг6,0,90.0,175,175
ВТ18У,180,0.0,90,0
ВТ5,80,0.0,25,0
ВТ5,180,0.0,37,0
АМг6,0,100.0,245,195
ВТ5-1,190,0.0,15,0
ВТ5,130,0.0,98,0
ВТ5-1,80,0.0,68,0
"Лента ДПРНТ 0,8 Л63",0,0.8,110,110
"Лента ДПРНТ 0,1 Л63",0,0.1,110,110
ВТ5-1,110,0.0,10,0
Винт М3х8-10.9-В2С ГОСТ Р ИСО 4762-2012,0,0.0,0,0
Штифт 2х10 ГОСТ 24296-93,0,0.0,0,0
Л63,0,0.1,115,115
Л63,0,0.15,115,115
Л63,0,0.8,115,115
Д16Т,0.0,16,310,280
Д16Т,0.0,10,380,68
Д16Т,100.0,0,40,0
Д16Т,0.0,40,80,70
Д16Т,0.0,25,45,40
12Х18Н10Т,0.0,6,150,130
12Х18Н10Т,28.0,0,40,0
12Х18Н10Т,130.0,0,110,0
12Х18Н10Т,95.0,0,124,0
40Х13,85.0,0,160,0
Л63,18.0,0,44,0
20,16.0,0,75,0
20,16.0,0,29,0
12Х18Н10Т,8.0,0,27,0
12Х18Н10Т,0.0,1,100,100
40Х13,32.0,0,33,0
40Х13,42.0,0,26,0
40Х13,0.0,15,95,45
40Х13,15.0,0,40,0
12Х18Н10Т,18.0,0,8,0
12Х18Н10Т,0.0,4,220,150
12Х18Н10Т,16.0,0,190,0
12Х18Н10Т,16.0,0,10,0
Д16Т,50.0,0,35,0
Д16Т,0.0,40,185,90
Д16Т,0.0,40,35,40
Д16Т,70.0,0,120,0
Д16Т,0.0,8,360,310
Д16Т,0.0,12,165,144
12Х18Н10Т,24.0,0,10,0
М3,25.0,0,8,0
40Х13,28.0,0,10,0
Л63,20.0,0,90,0
М3,20.0,0,8,0
Д16Т,0.0,20,60,24
Л63,8.0,0,25,0
Д16Т,0.0,0,0,0
М3,10.0,0,7,0
ТОСН,0.0,0,0,0
Д16Т,0.0,40,120,42
12Х18Н10Т,20.0,0,105,0
12Х18Н10Т,0.0,4,160,90
ТМКЩ,0.0,2,150,150
12Х18Н10Т,0.0,5,155,120
12Х18Н10Т,28.0,0,40,0
Д16Т,0.0,50,150,90
Л63,18.0,0,20,0
12Х18Н10Т,55.0,0,20,0
Д16Т,60.0,0,60,0
10,30.0,0,10,0
Д16Т,55.0,0,55,0
Д16Т,45.0,0,30,0
ТМКЩ,0.0,3,40,40
12Х18Н10Т,60.0,0,125,0
12Х18Н10Т,75.0,0,90,0
Л63,18.0,0,13,0
Д16Т,55.0,0,11,0
Д16Т,65.0,0,20,0
10,45.0,0,45,0
10,70.0,0,25,0
Д16Т,0.0,15,50,45
40Х13,65.0,0,22,0
40Х13,65.0,0,15,0
40Х13,70.0,0,18,0
40Х13,65.0,0,15,0
40Х13,48.0,0,13,0
Д16Т,75.0,0,32,0
65Г,1.2,0,500,0
Д16Т,200.0,0,20,0
Д16Т,170.0,0,325,0
40Х13,25.0,0,8,0
40Х13,40.0,0,160,0
40Х13,75.0,0,85,0
Д16Т,18.0,0,44,0
Д16Т,0.0,20,65,60
12Х18Н10Т,22.0,0,72,0
Д16Т,0.0,6,225,135
ТМКЩ,0.0,10,165,110
Д16Т,45.0,0,21,0
ТМКЩ,0.0,20,100,100
Д16Т,0.0,10,250,30
12Х18Н10Т,15.0,0,67,0
Д16Т,0.0,15,45,30
ПА6,25,0,110,0
INOX304,16,0,52,0
Пластик RBT-P,12,0,40,0
Пластик RBT-P,15,0,40,0
Алюминий 6082-T6,25,0,56,0
Пластик ABS,40,0,25,0
Пластик ABS,40,0,25,0
Пластик ABS,40,0,25,0
Пластик ABS,40,0,25,0
Пластик RBT-P,12,0,40,0
Пластик RBT-P,12,0,40,0
Алюминий 6082-T6,25,0,56,0
Пластик ABS,40,0,25,0
12Х18Н10Т,10,0,18,0
12Х18Н10Т,65,0,11,0
12Х18Н10Т,65,0,11,0
INOX 304,15,0,82,0
РА,16,0,27,0
10Х17Н13МЗТ,8,0,26,0
10Х17Н13МЗТ,8,0,23,0
10Х17Н13МЗТ,12,0,30,0
10Х17Н13МЗТ,12,0,30,0
12Х18Н10Т,28,0,30,0
12Х18Н10Т,0,12,62,36
12Х18Н10Т,45,0,35,0
12Х18Н10Т,28,0,65,0
12Х18Н10Т,20,0,20,0
12Х18Н10Т,42,0,14,0
12Х18Н10Т,0,10,125,72
12Х18Н10Т,50,0,19,0
12Х18Н10Т,35,0,28,0
INOX 304,30,0,60,0
INOX 304,42,0,67,0
40Х13,25,0,30,0
12Х18Н10Т,20,0,43,0
12Х18Н10Т,14,0,43,0
12Х18Н10Т,42,0,25,0
12Х18Н10Т,10,0,18,0
12Х18Н10Т,65,0,11,0
12Х18Н10Т,65,0,11,0
INOX 304,15,0,82,0
РА,16,0,27,0
10Х17Н13МЗТ,8,0,26,0
10Х17Н13МЗТ,8,0,23,0
10Х17Н13МЗТ,12,0,30,0
10Х17Н13МЗТ,12,0,30,0
12Х18Н10Т,28,0,30,0
12Х18Н10Т,0,12,62,36
12Х18Н10Т,45,0,35,0
12Х18Н10Т,28,0,65,0
12Х18Н10Т,20,0,20,0
12Х18Н10Т,42,0,14,0
12Х18Н10Т,0,10,125,72
12Х18Н10Т,50,0,19,0
12Х18Н10Т,35,0,28,0
INOX 304,30,0,60,0
INOX 304,42,0,67,0
40Х13,25,0,30,0
12Х18Н10Т,20,0,43,0
12Х18Н10Т,14,0,43,0
12Х18Н10Т,42,0,25,0
PP,100,0,25,0
DELRIN,0,0,0,0
AU4G,0,10,80,80
AU4G,50,0,15,0
AU4G,25,0,7,0
AU4G,18,0,10,0
INOX,6,0,30,0
AU4G,0,25,90,46
AU4G,0,10,80,70
AU4G,0,10,80,70
INOX 316 L,110,0,45,0
INOX 316 L,110,0,120,0
AU4G,0,20,75,70
AU4G,0,15,75,48
М1,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
G11,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х18Н10Т,0,0,0,0
12Х17Н2,65,0,95,0
C3710,8,0,26,0
PEEK,8,0,35,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
Сталь 20,0,0,0,0
ЛС59-1,0,0,0,0
д16 т,0,0,0,0
Сталь 20,0,0,0,0
д16 т,0,0,0,0
Д16,0,0,0,0
д16,0,0,0,0
Д16,0,0,0,0
д16,0,0,0,0
д16,0,0,0,0
д16,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
Сталь 20,0,0,0,0
д16 т,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Л63,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
7075,20,0,33,0
7075,20,0,23,0
7075,12,0,9,0
7075,12,0,9,0
7075,30,0,45,0
7075,20,0,20,0
7075,30,0,65,0
7075,12,0,8,0
7075,30,0,8,0
Д16Т,25,0,46,0
Д16Т,25,0,22,0
12Х18Н10Т,0,3,50,45
д16 т,0,45,200,120
д16 т,0,45,155,58
Д16 Т,0,60,530,475
Сталь 45,18,0,21,0
Сталь 45,0,5,38,15
Сталь 45,22,0,20,0
д16 т,0,45,200,135
д16 т,0,45,155,58
Д16 Т,0,60,530,475
Сталь 45,18,0,21,0
Сталь 45,0,5,38,15
Сталь 45,22,0,20,0
INOX316L,16,0,15,0
AU4G,25,0,13,0
INOX,16,0,25,0
DELRIN NOIRE,0,6,45,40
AU4G,0,6,45,40
AU4G,85,0,50,0
AU4G,0,1,220,45
AU4G,75,0,11,0
AU4G,75,0,11,0
INOX,16,0,22,0
INOX,16,0,20,0
DELRIN NOIR,0,8,10,40
DELRIN NOIR,0,8,60,60
Ст3,0,12,422,146
Ст3,0,12,450,338
Ст3,0,12,450,338
Ст3,0,12,310,136
Ст3,0,12,338,136
Ст20,0,16,83,30
Ст3,0,14,40,35
Ст3,0,14,40,35
INOX304L,0,3,345,205
INOX304L,0,12,105,80
INOX304L,0,15,55,38
INOX304L,8,0,55,0
INOX304L,0,0,0,0
INOX304L,12,0,38,0
INOX304L,14,0,112,0
INOX304L,0,3,62,25
INOX304L,0,0,0,0
INOX304L,10,0,65,0
INOX304L,0,3,155,40
INOX304L,10,0,82,0
Black delrin,90,0,55,0
INOX304L,14,0,16,0
INOX304L,0,1,200,24
INOX304L,0,3,230,85
INOX304L,0,3,320,28
INOX304L,0,10,100,40
INOX304L,0,10,100,40
INOX304L,14,0,75,0
INOX304L,10,0,105,0
2017 A,90,0,50,0
INOX304L,30,0,88,0
INOX304L,0,10,35,35
INOX304L,10,0,135,0
INOX304L,14,0,83,0
Black delrin,15,0,25,0
INOX 304,0,4,254,75
Graphite ET-10,0,20,344,44
PTFE,30,0,21,0
ЛС59-1,5,0,13,0
ЛС63-3,20,0,27,0
ЛС59-1,5,0,13,0
ЛС63-3,20,0,27,0
АМг6,80,0.0,18,0
АМг6,50,0.0,70,0
АМг6,90,0.0,40,0
АМг6,130,0.0,37,0
ВТ1-0,75,0.0,120,0
АМг6,30,0.0,22,0
АМг6,0,15.0,75,28
АМг6,0,15.0,80,30
АМг6,0,45.0,160,90
АМг6,110,0.0,12,0
АМг6,60,0.0,12,0
АМг6,25,0.0,32,0
АМг6,35,0.0,52,0
АМг6,45,0.0,10,0
ВТ1-0,130,0.0,12,0
20,45,0.0,10,0
ЛС59-1,85,0.0,12,0
ПА-6,30,0.0,15,0
ПА-6,50,0.0,12,0
ПА-6,20,0.0,15,0
ПА-6,35,0.0,12,0
ПА-6,40,0.0,9,0
ВТ1-0,60,0.0,15,0
ВТ1-0,110,0.0,10,0
Винт М3х8-10.9-В2С ГОСТ Р ИСО 4762-2012,0,0.0,0,0
Штифт 2х10 ГОСТ 24296-93,0,0.0,0,0
"Лента ДПРНТ 0,8 Л63",0,0.8,110,110
"Лента ДПРНТ 0,1 Л63",0,0.1,110,110
ВТ1-0,90,0.0,57,0
ВТ1-0,40,0.0,95,0
АМг6,30,0,30,0
Д16 Т,35,0,21,0
20,80,0,55,0
20,35,0,55,0
08Х18Н10Т,120,0,46,0
08Х18Н10Т,40,0,55,0
08Х18Н10Т,30,0,105,0
08Х18Н10Т,32,0,105,0
08Х18Н10Т,70,0,105,0
08Х18Н10Т,250,0,120,0
08Х18Н10Т,160,0,160,0
08Х18Н10Т,45,0,55,0
08Х18Н10Т,65,0,55,0
20,60,0,55,0
20,60,0,55,0
08Х18Н10Т,60,0,55,0
20,80,0,55,0
20,120,0,55,0
Сталь 20,32,0,15,0
Сталь 20,32,0,15,0
Сталь 20,80,0,51,0
14Х17Н2,25,0,710,0
Сталь 20,95,0,17,0
Сталь 20,55,0,10,0
12Х18Н10Т,36,0,51,0
12Х18Н10Т,0,3,88,48
12Х18Н10Т,36,0,41,0
12Х18Н10Т,36,0,31,0
12Х18Н10Т,0,3,228,48
12Х18Н10Т,0,3,423,38
Сталь 20,0,12,138,97
Сталь 20,95,0,15,0
Сталь 20,56,0,90,0
Д16Т,0,45,88,86
Сталь 20,25,0,25,0
Сталь 20,0,2,380,108
Сталь 20,0,25,70,60
Сталь 20,18,0,95,0
Сталь 20,0,12,273,178
Сталь 20,0,35,85,53
сталь 45,22,0,110,0
Сталь 20,0,12,288,178
Сталь 20,0,12,318,218
Сталь20,0,35,117,30
Сталь 45,18,0,102,0
Заготовка давальческая,0,0,0,0
Д16 Т,0,16,268,130
Ст 3,0,2,250,68
Д16 Т,85,0,41,0
Сталь 45,28,0,55,0
Д16Т,70,0,70,0
INOX304,32,0,52,0
INOX304,0,16,85,50
INOX304,0,16,1050,75
INOX304,28,0,16,0
Д16Т,55,0,41,0
Д16Т,50,0,8,0
Д16Т,25,0,14,0
Д16Т,25,0,14,0
Д16Т,35,0,20,0
Д16Т,25,0,8,0
Д16Т,25,0,15,0
Д16Т,25,0,15,0
Д16Т,25,0,13,0
Д16Т,25,0,14,0
Д16Т,25,0,14,0
Д16Т,35,0,17,0
Д16Т,25,0,8,0
Д16Т,50,0,10,0
Д16Т,50,0,10,0
Д16Т,110,0,115,0
Д16Т,95,0,8,0
Д16Т,60,0,8,0
Д16Т,50,0,8,0
Д16Т,50,0,9,0
Д16Т,50,0,8,0
Д16Т,30,0,29,0
Д16Т,25,0,7,0
Д16Т,35,0,8,0
Д16Т,50,0,9,0
Д16Т,50,0,9,0
Д16Т,100,0,17,0
Д16Т,90,0,8,0
Д16Т,60,0,28,0
Д16Т,50,0,8,0
Д16Т,55,0,19,0
Д16Т,50,0,17,0
Д16Т,50,0,8,0
Д16Т,50,0,18,0
Д16Т,45,0,8,0
Д16Т,50,0,26,0
Д16Т,35,0,9,0
Д16Т,25,0,13,0
Д16Т,25,0,15,0
Д16Т,25,0,15,0
Д16Т,25,0,13,0
Д16Т,80,0,9,0
Д16Т,85,0,95,0
ПА-6,0,10,45,20
ПА-6,0,10,48,40
Д16Т,130,0,70,0
Д16Т,85,0,53,0
ВТ1-0,0,16,60,32
ВТ1-0,0,16,55,30
Д16Т,55,0,9,0
Д16Т,70,0,18,0
Д16Т,65,0,20,0
Д16Т,50,0,9,0
Д16Т,35,0,9,0
Д16Т,75,0,30,0
INOX 316L,70,0,640,0
SUS 304,20,0,35,0
C 3710,50,0,27,0
PETP,0,20,282,118
Сталь 45,30,0,127,0
Сталь 45,60,0,57,0
EN AW-7075 DIN EN 573-3:2009-08,0,12,42,18
7075 T6 EN755-2,0,25,93,93
7075 Т6 EN755-2,0,30,94,94
Д16Т,0,0,0,0
Д16Т,0,0,0,0
20X13,25,0.0,15,0
Сталь 45,8,0.0,20,0
Д16Т,0,12.0,110,60
20Х13,15,0.0,21,0
Д16Т,28,0.0,23,0
Д16Т,28,0.0,23,0
РОМ черн,0,2.0,50,30
Л63,0,6.0,26,26
Л63,0,6.0,26,26
д16 Т,0,60.0,120,120
Д16 Т,50,0.0,12,0
Д16 Т,50,0.0,8,0
Д16 Т,50,0.0,8,0
БрБ2,50,0.0,10,0
Д16 Т,50,0.0,70,0
Д16,0,20.0,52,56
д16 т,90,0.0,20,0
